order_id,order_date_raw,category_raw,product_id,channel,quantity,unit_price,amount_raw
S01205,25.10.2024,Ноутбуки ,P046,online,2,25765.23,51530.46
S01206,2025-03-17,Смартфони,P052,retail,5,17906.22,89531.10
S01207,2025-03-10,Аксесуари ,P053,wholesale,4,689.05,2756.20
S01208,30.08.2024,побутова техніка,P049,retail,1,12707.72,12707.72
S01209,2025-12-11,Побутова техніка,P059,online,1,15792.41,15792.41
S01210,2024-07-20, побутова техніка ,P029,wholesale,2,11708.58,23417.16 грн
S01211,03.09.2025,Аксесуари,P003,online,1,1983.44,1 983.44
S01212,10.03.2025,НОУТБУКИ,P051,wholesale,4,16416.97,65667.88
S01213,27.12.2025,Смартфони,P042,online,1,23749.18,"23749,18"
S01214,2025-10-21,НОУТБУКИ,P071,online,1,19538.13,19 538.13
S01215,13.07.2025,одяг,P005,retail,2,2669.07,"5338,14"
S01216,2025-07-30, аксесуари ,P048,retail,5,1492.51,7462.55 грн
S01217,02.10.2024,аксесуари,P008,retail,1,460.83,460.83
S01218,12.05.2024,аксесуари,P048,retail,5,1641.27,8206.35
S01219,25.08.2024,ОДЯГ,P040,retail,1,419.56,"419,56"
S01220,02.08.2025,СМАРТФОНИ,P037,online,2,20162.65,"40325,30"
S01221,2024-01-23,ОДЯГ,P020,retail,1,660.44,660.44
S01222,2025-03-29,НОУТБУКИ,P006,retail,1,13355.82,13355.82
S01223,2025-10-07, побутова техніка ,P039,online,3,11725.15,35175.45
S01224,2024-10-16,Смартфони,P012,retail,5,7560.04,-37 800.20
S01225,01.08.2024,Одяг,P005,wholesale,1,2626.13,2626.13
S01226,16.08.2025,НОУТБУКИ,P016,retail,2,25983.94,51967.88 грн
S01227,2024-10-20,Побутова техніка,P067,online,4,8863.00,35452.00
S01228,16.07.2025,Побутова техніка,P059,retail,4,18864.74,"75458,96"
S01229,2024-04-07, ноутбуки ,P026,online,1,10949.27,-10 949.27
S01230,2024-10-27,Аксесуари ,P003,online,4,1375.72,5502.88
S01231,2024-03-22,ПОБУТОВА ТЕХНІКА,P049,online,5,2769.86,13849.30
S01232,2025-03-04,НОУТБУКИ,P036,retail,2,28579.94,57159.88
S01233,2025-10-10,Ноутбуки,P036,retail,3,25106.33,75318.99
S01234,2025-11-04,ноутбуки,P041,online,4,11785.84,47143.36
S01235,2024-02-19,Побутова техніка ,P054,retail,5,18747.10,93735.50
S01236,16.11.2025,Одяг,P050,online,3,985.91,"2957,73"
S01237,2024-06-16, смартфони ,P012,online,1,6388.60,6388.60
S01238,2024-03-07,Побутова техніка ,P044,online,3,5761.99,"17285,97"
S01239,23.07.2025,одяг,P030,wholesale,4,1970.34,7881.36 грн
S01240,04.03.2024,АКСЕСУАРИ,P033,online,3,733.68,2201.04
S01241,2024-05-14,Одяг,P030,retail,3,1107.76,3323.28 грн
S01242,26.02.2025,Аксесуари,P038,retail,4,860.05,3440.20
S01243,20.07.2024,аксесуари,P028,online,2,265.05,"530,10"
S01244,2025-12-22,Побутова техніка ,P039,retail,4,16597.09,66388.36
S01245,2025-12-06,АКСЕСУАРИ,P028,retail,4,1661.91,6647.64
S01246,2024-10-14,ОДЯГ,P030,online,3,1089.07,-3267.21
S01247,11.05.2024,ноутбуки,P072,online,4,30028.61,120114.44
S01248,2025-07-11,Смартфони ,P032,retail,2,9388.24,18776.48
S01249,2024-06-14,смартфони,P022,retail,5,19264.59,96 322.95
S01250,2024-06-22,Одяг,P035,online,5,1920.71,9603.55
S01251,2024-01-28,Ноутбуки ,P056,online,4,10985.24,"43940,96"
S01252,15.08.2025,Побутова техніка,P049,retail,5,19411.67,97058.35
S01253,22.06.2025, побутова техніка ,P009,retail,1,6902.56,6902.56
S01254,20.02.2024,Аксесуари,P008,online,5,1800.54,9002.70
S01255,30.11.2025,Ноутбуки ,P056,online,3,24302.13,72906.39
S01256,02.12.2024,Ноутбуки,P036,online,5,17015.94,85 079.70
S01257,2025-01-28,одяг,P050,online,5,1329.89,"6649,45"
S01258,2025-03-11,ОДЯГ,P020,wholesale,5,955.20,4776.00
S01259,2025-11-04,Одяг,P025,retail,5,384.04,1 920.20
S01260,06.10.2024,ОДЯГ,P015,online,2,2895.73,5791.46
S01261,2025-11-24,Побутова техніка ,P054,retail,4,13702.55,-54810.20
S01262,02.10.2025,Смартфони,P052,online,2,10959.65,21919.30
S01263,2025-04-20,смартфони,P047,retail,2,12922.67,25845.34
S01264,2025-06-03, побутова техніка ,P004,retail,4,10154.83,40619.32
S01265,2024-10-29,Смартфони,P037,online,4,7432.13,"29728,52"
S01266,2024-04-18,Побутова техніка ,P054,retail,4,11502.40,"46009,60"
S01267,2024-05-30,АКСЕСУАРИ,P033,retail,2,1275.12,2550.24
S01268,2024-10-29,Аксесуари,P053,retail,3,1677.12,5031.36
S01269,19.01.2025, побутова техніка ,P009,online,3,9886.69,29 660.07
S01270,2025-07-22,ПОБУТОВА ТЕХНІКА,P049,retail,3,7571.99,"22715,97"
S01271,2024-11-26,Побутова техніка,P059,online,4,5400.42,21601.68
S01272,2025-04-19,Смартфони,P007,retail,3,14941.52,44824.56
S01273,2024-06-23,побутова техніка,P054,retail,3,13735.78,-41 207.34
S01274,10.12.2024,Побутова техніка ,P054,retail,5,7246.36,36231.80 грн
S01275,19.08.2025,Побутова техніка,P029,online,5,12160.38,60801.90 грн
S01276,07.03.2025,побутова техніка,P044,online,1,6922.17,"6922,17"
S01277,09.07.2024, смартфони ,P037,online,3,10133.21,30 399.63
S01278,2024-07-10,Побутова техніка,P034,wholesale,3,17462.17,52 386.51
S01279,2024-10-01,Аксесуари,P043,online,4,920.00,3680.00 грн
S01280,06.07.2025,Побутова техніка ,P066,online,2,14214.20,(28428.40)
S01281,05.11.2025,Ноутбуки,P056,retail,2,34904.47,69808.94 грн
S01282,05.06.2025,Аксесуари,P028,retail,1,432.14,432.14
S01283,26.05.2024,АКСЕСУАРИ,P008,online,3,1925.07,5775.21
S01284,01.04.2024,Одяг,P005,wholesale,4,662.77,"2651,08"
S01285,2024-01-11,НОУТБУКИ,P056,online,1,13211.13,13211.13
S01286,15.06.2024,Побутова техніка,P014,retail,5,18790.60,93953.00
S01287,2025-07-03,ОДЯГ,P055,retail,5,1404.33,7021.65
S01288,2025-11-25,Побутова техніка,P024,online,2,4522.60,"9045,20"
S01289,06.05.2025,Ноутбуки,P041,retail,3,11703.82,35111.46
S01290,2024-04-05,Аксесуари,P013,wholesale,2,1588.66,3 177.32
S01291,08.06.2025,Побутова техніка,P049,online,4,4548.62,"18194,48"
S01292,27.06.2024,Одяг ,P030,retail,3,1819.97,"5459,91"
S01293,09.05.2025,ноутбуки,P001,retail,5,34273.93,"171369,65"
S01294,2025-10-06,ноутбуки,P064,online,3,20189.00,60567.00
S01295,2024-06-14,Побутова техніка,P014,wholesale,3,8072.73,24 218.19
S01296,2025-03-15,Смартфони,P007,wholesale,2,24561.09,49122.18
S01297,2025-11-14,Аксесуари,P038,retail,2,1990.07,"3980,14"
S01298,2025-01-31,Побутова техніка,P039,retail,5,3226.44,"16132,20"
S01299,2024-07-05,СМАРТФОНИ,P047,wholesale,2,23605.26,47210.52
S01300,2024-06-19,СМАРТФОНИ,P027,online,1,11008.29,11008.29
S01301,2024-03-12,ОДЯГ,P055,online,3,2212.34,6637.02
S01302,2025-04-14,Смартфони,P002,online,4,21878.43,87513.72
S01303,2025-05-05,Ноутбуки,P031,retail,5,14799.66,73998.30 грн
S01304,08.12.2025,аксесуари,P053,online,3,1611.98,4835.94
S01305,02.03.2025,Ноутбуки,P036,retail,4,11190.06,44760.24
S01306,16.04.2024,Смартфони,P052,online,2,10424.19,20 848.38
S01307,25.04.2025,Ноутбуки,P056,wholesale,1,31559.57,"31559,57"
S01308,04.01.2024,Побутова техніка ,P009,online,4,5431.87,21727.48
S01309,2024-03-15,Побутова техніка,P049,wholesale,5,10632.42,53162.10
S01310,2025-09-17,Побутова техніка,P049,retail,5,19148.22,95741.10
S01311,2025-10-15,Одяг,P015,online,5,668.79,3343.95
S01312,2024-12-09,Одяг ,P015,retail,1,2908.09,"2908,09"
S01313,2025-12-30,Одяг ,P010,retail,3,2772.73,(8 318.19)
S01314,2025-06-30,ноутбуки,P056,retail,5,11126.54,55632.70
S01315,21.08.2024,Побутова техніка,P064,online,1,15874.85,"15874,85"
S01316,18.12.2025, ноутбуки ,P011,retail,3,14913.67,44741.01
S01317,19.11.2025,Побутова техніка ,P054,retail,4,9109.54,"36438,16"
S01318,2025-09-07,аксесуари,P053,retail,4,1083.55,4334.20
S01319,2025-04-19, ноутбуки ,P041,online,2,15247.58,30495.16
S01320,30.01.2024,Ноутбуки,P001,online,1,11747.84,"11747,84"
S01321,2024-02-24,Смартфони,P017,online,2,17477.85,34955.70
S01322,2025-08-10,Ноутбуки ,P026,retail,1,32925.61,32925.61
S01323,2024-02-10, ноутбуки ,P056,retail,3,13354.24,40062.72
S01324,2024-06-11,Аксесуари,P023,online,5,1550.10,7750.50
S01325,2024-05-22,Побутова техніка ,P044,online,2,19389.34,"38778,68"
S01326,03.06.2025,СМАРТФОНИ,P017,retail,2,12557.63,25115.26
S01327,2024-05-28,Побутова техніка,P004,online,2,9191.56,18383.12
S01328,2025-02-03, ноутбуки ,P011,online,3,13677.90,41033.70
S01329,26.01.2025,Побутова техніка,P044,online,5,13050.38,65251.90
S01330,2025-09-30,одяг,P015,wholesale,5,951.66,4758.30 грн
S01331,12.02.2025,Ноутбуки,P021,online,1,21255.42,21 255.42
S01332,2024-02-27,Смартфони ,P052,wholesale,2,15777.73,31555.46
S01333,02.11.2024,ПОБУТОВА ТЕХНІКА,P039,retail,2,8606.42,17212.84
S01334,2025-11-11,СМАРТФОНИ,P027,wholesale,4,18520.81,74083.24
S01335,2025-09-16,Аксесуари,P028,online,1,437.90,437.90 грн
S01336,2025-11-02, ноутбуки ,P026,retail,1,33406.70,"33406,70"
S01337,2025-12-08, ноутбуки ,P006,retail,2,28781.79,57563.58 грн
S01338,18.10.2025,СМАРТФОНИ,P042,retail,2,16068.61,32137.22
S01339,30.09.2024,НОУТБУКИ,P016,retail,1,33464.24,33464.24
S01340,03.12.2025,Аксесуари,P003,online,1,1780.56,1780.56 грн
S01341,2024-03-17,Аксесуари,P061,online,3,568.37,"(1705,11)"
S01342,10.01.2024,Аксесуари,P013,retail,1,153.75,153.75 грн
S01343,2025-09-11,АКСЕСУАРИ,P013,online,3,1725.23,5175.69
S01344,2025-03-24,Побутова техніка,P014,retail,2,12043.86,24087.72
S01345,2025-04-04,АКСЕСУАРИ,P033,online,4,1506.03,"6024,12"
S01346,21.08.2024,Побутова техніка ,P054,retail,2,6962.35,13924.70 грн
S01347,09.06.2024,Одяг,P030,retail,3,1662.90,4988.70
S01348,27.11.2024,Побутова техніка,P049,retail,1,1922.89,1922.89
S01349,2024-07-22,Одяг ,P025,online,1,1331.88,1 331.88
S01350,2024-08-09,Одяг,P035,retail,1,504.61,504.61
S01351,2024-06-30,Смартфони,P037,online,5,18388.49,91942.45
S01352,2024-03-26, ноутбуки ,P067,retail,1,10797.30,"10797,30"
S01353,2025-07-16,ноутбуки,P046,retail,4,29027.16,116108.64
S01354,2025-11-26,Аксесуари,P018,retail,4,1658.86,6635.44
S01355,2024-08-30,Побутова техніка,P029,online,2,5305.71,10 611.42
S01356,2025-05-12,Побутова техніка,P049,online,2,7480.07,-14960.14
S01357,2025-07-21,Ноутбуки,P021,online,1,25278.76,(25278.76 грн)
S01358,2024-05-14,Побутова техніка,P004,retail,2,11704.19,23 408.38
S01359,2024-04-07,Смартфони ,P002,retail,3,23873.84,71621.52
S01360,28.09.2024,Аксесуари,P048,online,3,1605.08,"4815,24"
S01361,10.11.2024,Одяг,P010,online,2,2092.31,4184.62
S01362,10.05.2024,Смартфони,P032,online,5,12849.78,64248.90
S01363,09.01.2025, побутова техніка ,P019,wholesale,1,8884.63,8884.63
S01364,2025-06-16,ПОБУТОВА ТЕХНІКА,P004,online,2,8612.13,17224.26 грн
S01365,31.01.2024,АКСЕСУАРИ,P018,retail,2,742.64,1 485.28
S01366,12.01.2025,Смартфони,P007,online,5,5875.84,29 379.20
S01367,2024-12-21, аксесуари ,P003,retail,3,613.13,1839.39
S01368,25.05.2024,Одяг,P005,wholesale,4,2349.22,"9396,88"
S01369,2025-01-27,Одяг,P050,online,3,2379.92,7139.76
S01370,20.01.2024,Смартфони,P042,retail,3,20149.32,60447.96 грн
S01371,2024-01-05,Аксесуари ,P033,retail,4,1603.46,6 413.84
S01372,2024-10-11,Смартфони,P065,online,4,15357.80,61 431.20
S01373,08.09.2025,Смартфони ,P052,online,1,3745.15,3745.15
S01374,2025-07-19,аксесуари,P058,retail,4,463.10,"1852,40"
S01375,2025-07-14, одяг ,P050,retail,5,297.43,(1487.15)
S01376,2024-07-13,Ноутбуки,P026,wholesale,4,32959.92,131839.68
S01377,11.10.2025,НОУТБУКИ,P046,wholesale,3,8287.19,24861.57
S01378,2024-09-08,Одяг,P030,retail,4,2822.55,11290.20
S01379,2025-06-28,Одяг,P035,retail,3,1118.22,3354.66
S01380,25.10.2025,Побутова техніка,P044,retail,5,10901.04,54505.20 грн
S01381,2024-08-19,Аксесуари,P065,online,3,641.79,1925.37
S01382,2024-09-06,аксесуари,P053,retail,3,920.03,2760.09 грн
S01383,2024-03-19,Одяг,P015,retail,2,626.64,1253.28 грн
S01384,2025-06-22,ПОБУТОВА ТЕХНІКА,P054,wholesale,5,18662.95,93314.75
S01385,13.04.2025,одяг,P015,retail,5,1541.44,7 707.20
S01386,2024-06-26,Ноутбуки,P016,retail,4,9211.09,36844.36
S01387,21.04.2025,Смартфони,P007,online,1,24472.35,24472.35
S01388,13.02.2024,Аксесуари,P008,online,2,779.57,1559.14
S01389,30.04.2024,Одяг,P025,wholesale,4,1736.86,6947.44
S01390,08.11.2025,Смартфони,P007,online,5,10737.89,53689.45 грн
S01391,2025-07-17,смартфони,P007,wholesale,3,15969.93,47909.79
S01392,23.01.2024,Одяг ,P025,wholesale,1,1185.05,1 185.05
S01393,03.11.2025,Аксесуари,P033,wholesale,4,1953.77,7815.08
S01394,05.08.2025,НОУТБУКИ,P006,wholesale,1,27107.53,27107.53
S01395,2025-11-21,Смартфони,P057,online,2,3069.68,6139.36
S01396,2025-08-31, аксесуари ,P003,retail,1,1022.00,1 022.00
S01397,09.07.2025,Побутова техніка,P044,online,5,4684.73,"23423,65"
S01398,25.06.2024,аксесуари,P003,retail,4,1402.07,5608.28
S01399,28.01.2025,НОУТБУКИ,P001,retail,2,19852.93,39705.86
S01400,17.06.2024,Побутова техніка ,P029,retail,5,16605.74,83028.70
S01401,16.04.2024,Побутова техніка,P049,online,3,5418.20,16 254.60
S01402,17.12.2024,побутова техніка,P049,wholesale,5,10617.32,53086.60
S01403,2024-11-30,аксесуари,P053,online,3,601.88,1 805.64
S01404,2024-07-15,Побутова техніка,P044,online,1,6338.08,"6338,08"
S01405,2025-03-18,Смартфони,P027,online,3,11044.04,"33132,12"
S01406,2024-08-19,ноутбуки,P056,online,2,32045.05,64090.10
S01407,04.06.2024,ноутбуки,P046,wholesale,3,34596.78,103790.34
S01408,18.06.2024,смартфони,P022,online,5,6594.12,32970.60
S01409,2025-09-03,Аксесуари,P038,online,5,850.87,4 254.35
S01410,06.06.2024,ОДЯГ,P010,wholesale,5,581.99,2909.95 грн
S01411,2025-01-12,Побутова техніка,P059,retail,3,14468.93,43406.79
S01412,2024-02-21,СМАРТФОНИ,P057,retail,5,17581.30,87 906.50
S01413,16.10.2025,одяг,P030,retail,2,799.64,1599.28
S01414,09.05.2025,Побутова техніка,P004,retail,1,11796.99,"11796,99"
S01415,2024-05-08,Одяг ,P045,retail,3,2096.81,"6290,43"
S01416,2025-08-26,смартфони,P047,retail,1,18025.39,18025.39
S01417,24.04.2024,Смартфони ,P032,online,4,13986.61,55 946.44
S01418,2024-10-07,Побутова техніка ,P024,retail,5,3730.45,18652.25
S01419,12.08.2025,Смартфони,P037,retail,4,22075.35,88301.40
S01420,2025-07-09, аксесуари ,P018,retail,4,1625.42,"6501,68"
S01421,10.02.2025,ОДЯГ,P020,online,3,2269.80,6809.40
S01422,2024-06-14,побутова техніка,P029,retail,5,2442.47,"12212,35"
S01423,26.05.2024,Смартфони,P047,wholesale,4,15603.90,62415.60
S01424,2024-07-03,побутова техніка,P009,online,4,13978.08,"55912,32"
S01425,2025-06-09,Аксесуари,P033,online,3,777.87,2333.61
S01426,05.04.2024,смартфони,P017,retail,2,15374.83,30749.66
S01427,2024-03-13,одяг,P010,retail,5,935.46,4677.30
S01428,2025-08-22,Аксесуари,P058,online,1,1053.41,1 053.41
S01429,2025-03-12,побутова техніка,P014,retail,3,15449.83,46349.49
S01430,27.06.2025,СМАРТФОНИ,P007,online,1,12494.99,12494.99
S01431,2025-10-12,Смартфони,P017,retail,3,23580.15,70740.45
S01432,01.09.2024, побутова техніка ,P044,retail,1,8977.16,"8977,16"
S01433,2024-10-08,аксесуари,P048,online,5,1569.68,"7848,40"
S01434,09.03.2025,Смартфони,P022,online,1,4201.83,4201.83
S01435,04.05.2024,ноутбуки,P056,online,3,21676.05,65 028.15
S01436,14.06.2024,Одяг,P060,retail,5,2624.66,13123.30
S01437,2025-11-22,Ноутбуки ,P011,retail,1,31419.85,31419.85
S01438,2025-02-23, аксесуари ,P048,online,2,1562.16,"3124,32"
S01439,2025-03-28,Аксесуари,P023,online,1,255.44,255.44
S01440,2024-04-10,побутова техніка,P059,online,2,8454.04,16 908.08
S01441,2025-05-12,Побутова техніка,P049,retail,4,18842.65,"75370,60"
S01442,11.09.2024,Побутова техніка,P009,online,4,15660.10,62640.40
S01443,14.01.2025,Ноутбуки,P011,online,1,11017.73,11017.73
S01444,2024-04-05,Аксесуари,P013,online,4,1115.32,4 461.28
S01445,2025-06-22,Аксесуари,P058,online,1,950.41,950.41
S01446,2025-12-26,Одяг,P066,online,2,817.73,1635.46
S01447,11.10.2024,Побутова техніка,P044,online,4,4996.17,19984.68
S01448,26.06.2024, аксесуари ,P013,wholesale,3,1641.36,4924.08
S01449,2024-05-17,Смартфони ,P057,retail,1,18718.20,18718.20
S01450,15.06.2025,Ноутбуки,P016,online,5,28481.06,"142405,30"
S01451,2025-02-04,Ноутбуки,P006,online,2,26639.66,53279.32
S01452,2025-06-27,АКСЕСУАРИ,P066,retail,4,311.37,1245.48 грн
S01453,2025-02-27,НОУТБУКИ,P056,online,5,21032.35,105 161.75
S01454,2025-11-13,Аксесуари,P058,online,3,1850.50,"5551,50"
S01455,2025-04-10,Аксесуари,P003,online,2,1303.91,2607.82
S01456,2024-09-21,НОУТБУКИ,P073,online,5,19338.44,96692.20
S01457,2024-03-20,Смартфони,P002,online,2,15422.45,30844.90
S01458,2024-12-29,Смартфони,P022,retail,2,22234.88,44469.76
S01459,20.03.2025,ПОБУТОВА ТЕХНІКА,P044,retail,3,3729.96,11189.88 грн
S01460,2024-04-28,Побутова техніка,P024,online,3,19011.88,(57035.64)
S01461,2024-01-15,смартфони,P012,online,3,12299.63,36898.89 грн
S01462,16.04.2024, смартфони ,P017,wholesale,4,10382.91,41531.64 грн
S01463,2025-08-20,Смартфони,P012,online,5,21090.96,105 454.80
S01464,2024-03-07,аксесуари,P033,online,3,1031.14,3093.42
S01465,2024-04-11,Одяг ,P015,retail,4,2854.16,11416.64
S01466,30.10.2025,СМАРТФОНИ,P057,online,5,17187.42,"85937,10"
S01467,2024-06-09,Побутова техніка,P044,retail,4,4239.58,16 958.32
S01468,27.10.2024,Ноутбуки ,P031,online,3,29440.09,88320.27
S01469,2024-06-15,Смартфони,P047,online,2,11639.00,"23278,00"
S01470,18.03.2025,Ноутбуки,P046,wholesale,2,33739.90,"67479,80"
S01471,2024-07-25,Смартфони,P002,online,1,13689.70,13689.70
S01472,2025-03-29, ноутбуки ,P036,retail,5,16635.35,83176.75
S01473,2025-02-04,ноутбуки,P006,retail,5,16808.53,(84042.65)
S01474,2025-11-26,ПОБУТОВА ТЕХНІКА,P014,retail,1,18386.67,18386.67
S01475,2024-08-29,Побутова техніка,P049,retail,1,12265.79,"12265,79"
S01476,2025-01-14, аксесуари ,P018,retail,2,1319.49,2638.98
S01477,25.06.2024,Аксесуари,P070,wholesale,2,1148.91,2297.82
S01478,20.09.2024,Аксесуари,P048,retail,2,737.49,1474.98
S01479,09.07.2024,Побутова техніка ,P054,retail,1,10391.24,"10391,24"
S01480,2025-01-11,ПОБУТОВА ТЕХНІКА,P029,retail,1,19366.19,19366.19
S01481,2024-05-18, побутова техніка ,P004,wholesale,4,3714.55,14858.20
S01482,21.06.2025, одяг ,P050,retail,5,1537.21,7 686.05
S01483,2025-01-24,Аксесуари,P048,wholesale,3,1869.55,5 608.65
S01484,2024-08-02,побутова техніка,P029,online,4,17614.97,70459.88
S01485,2025-01-04,Аксесуари,P003,online,5,220.38,1101.90
S01486,20.12.2024,аксесуари,P038,online,1,212.43,212.43
S01487,26.02.2025,смартфони,P027,online,1,20814.24,20814.24
S01488,2024-11-18,Побутова техніка ,P049,online,3,5119.63,15358.89
S01489,25.10.2025,НОУТБУКИ,P051,retail,3,15333.50,46000.50
S01490,2024-01-27,Побутова техніка,P024,online,2,18759.20,37518.40
S01491,2025-03-31, смартфони ,P037,retail,4,12500.82,50003.28
S01492,15.09.2024,Побутова техніка,P059,retail,4,6570.54,"26282,16"
S01493,22.01.2024,ноутбуки,P036,online,3,26129.86,78389.58 грн
S01494,2025-06-10,СМАРТФОНИ,P007,online,1,17921.65,17921.65
S01495,02.12.2024, аксесуари ,P048,online,3,341.53,"1024,59"
S01496,09.09.2024,Ноутбуки,P051,retail,5,33435.67,167178.35 грн
S01497,18.12.2025,Ноутбуки,P021,retail,4,27517.99,110071.96
S01498,29.01.2024,ПОБУТОВА ТЕХНІКА,P014,retail,1,12667.48,"12667,48"
S01499,2024-06-18,Побутова техніка,P059,retail,1,9109.96,9109.96
S01500,2025-11-09,одяг,P005,retail,4,1738.62,"6954,48"
S01501,2024-12-11,аксесуари,P023,retail,3,1539.93,4619.79
S01502,15.07.2024,ноутбуки,P064,online,3,14581.18,43743.54
S01503,2025-07-29,СМАРТФОНИ,P032,online,4,11214.58,44 858.32
S01504,2025-05-16,смартфони,P057,online,2,15613.10,31226.20 грн
S01505,19.06.2025,Ноутбуки,P001,online,2,13494.13,26988.26
S01506,2025-10-10,одяг,P025,retail,5,718.94,3 594.70
S01507,2024-03-04,Смартфони ,P047,wholesale,2,8055.91,16111.82
S01508,2024-05-07,Аксесуари ,P028,online,5,700.93,3504.65
S01509,2025-05-10,Одяг,P060,online,5,1253.78,6268.90 грн
S01510,2025-06-14,Одяг ,P025,retail,1,427.10,427.10
S01511,28.04.2025,Побутова техніка ,P054,online,3,10115.42,30346.26 грн
S01512,2024-10-10,Одяг ,P060,wholesale,4,1584.18,6 336.72
S01513,2025-02-18, аксесуари ,P008,online,5,106.54,532.70
S01514,2024-04-30,Ноутбуки,P051,retail,1,12200.72,12200.72
S01515,2025-11-20,ноутбуки,P046,wholesale,2,34412.99,68 825.98
S01516,20.07.2024,Ноутбуки,P031,online,1,28986.88,28986.88
S01517,10.11.2025,одяг,P060,wholesale,2,694.42,1 388.84
S01518,2024-06-23,Аксесуари,P033,retail,1,1482.71,1482.71
S01519,06.12.2024,Одяг,P015,retail,3,941.71,2825.13
S01520,2025-05-31,Аксесуари ,P043,wholesale,3,646.79,1940.37
S01521,2025-01-08, одяг ,P045,online,3,1738.75,"5216,25"
S01522,2025-07-08, аксесуари ,P023,online,1,1173.78,1 173.78
S01523,2025-01-16,Аксесуари,P023,online,1,1497.29,1497.29
S01524,27.06.2025,Побутова техніка,P004,wholesale,3,4646.93,13940.79
S01525,2025-02-16,Одяг,P040,online,1,244.32,244.32
S01526,17.08.2024,Побутова техніка,P054,online,1,14589.16,14589.16
S01527,2025-09-22, побутова техніка ,P075,retail,5,9544.07,47720.35
S01528,2025-12-12,смартфони,P057,wholesale,1,9979.65,9 979.65
S01529,07.03.2024,Смартфони,P042,online,2,7068.17,14136.34
S01530,2024-09-17,ОДЯГ,P035,retail,4,379.39,1517.56
S01531,11.10.2024,Аксесуари ,P058,retail,2,556.90,1113.80
S01532,2024-12-14,Одяг,P010,retail,2,844.13,1688.26
S01533,25.01.2024,Ноутбуки ,P026,online,3,17564.99,"52694,97"
S01534,2024-09-07,Побутова техніка,P024,retail,5,18699.71,"93498,55"
S01535,08.04.2024,Ноутбуки,P036,wholesale,5,29836.04,149180.20
S01536,11.05.2024, побутова техніка ,P029,online,3,6170.86,18512.58
S01537,2024-09-04, смартфони ,P057,wholesale,2,7641.28,"15282,56"
S01538,2025-03-20,Побутова техніка,P044,retail,5,5621.79,28108.95
S01539,2025-01-29,НОУТБУКИ,P036,wholesale,4,10208.59,40834.36
S01540,09.10.2024,Аксесуари ,P023,online,3,1361.43,4084.29
S01541,2024-10-04,ПОБУТОВА ТЕХНІКА,P054,wholesale,3,16922.64,50767.92
S01542,19.07.2025,Побутова техніка,P004,online,2,2045.59,4091.18
S01543,2025-07-10,Аксесуари,P033,online,5,262.44,1312.20 грн
S01544,2025-05-05,СМАРТФОНИ,P069,online,1,17756.86,"17756,86"
S01545,09.08.2024,Одяг,P050,retail,3,2229.74,6689.22
S01546,2024-05-25,побутова техніка,P039,wholesale,4,14756.25,"59025,00"
S01547,15.01.2024,Ноутбуки ,P051,retail,3,28705.05,86 115.15
S01548,2024-02-27,побутова техніка,P024,online,2,19092.54,38185.08
S01549,18.04.2025,Ноутбуки,P021,online,2,20072.78,40145.56 грн
S01550,2024-03-29,Ноутбуки ,P046,online,1,20940.77,"20940,77"
S01551,09.09.2025,одяг,P050,online,2,2198.08,4396.16
S01552,2024-07-24,АКСЕСУАРИ,P053,online,4,569.68,2278.72 грн
S01553,20.04.2025,ОДЯГ,P035,online,3,1043.80,"3131,40"
S01554,25.05.2024,Побутова техніка ,P024,wholesale,3,9765.61,29296.83
S01555,2024-12-24,Ноутбуки,P026,wholesale,4,11436.42,45745.68
S01556,2025-03-13, ноутбуки ,P026,online,1,34391.00,-34391.00
S01557,2025-04-23,СМАРТФОНИ,P047,retail,3,20023.50,60070.50
S01558,2025-06-02, аксесуари ,P023,retail,2,408.56,817.12
S01559,2024-11-01,Ноутбуки,P021,online,2,31199.99,62399.98
S01560,2024-04-19,Смартфони,P057,online,5,23168.25,115 841.25
S01561,2024-01-13,Одяг,P060,wholesale,2,1866.57,3733.14
S01562,17.03.2024,побутова техніка,P044,retail,1,14006.77,14 006.77
S01563,05.10.2024,Побутова техніка ,P039,retail,4,18930.38,75721.52
S01564,2025-07-25,АКСЕСУАРИ,P058,retail,4,1985.51,7942.04
S01565,2024-07-09,Аксесуари,P018,wholesale,5,489.95,(2 449.75)
S01566,2024-01-21,ОДЯГ,P010,online,1,1098.96,1098.96 грн
S01567,2025-03-14,аксесуари,P048,online,4,587.64,"-2350,56"
S01568,18.08.2025,Смартфони,P052,retail,1,8892.35,"8892,35"
S01569,08.03.2025,Одяг ,P040,online,4,835.35,3341.40 грн
S01570,2024-12-20,Ноутбуки,P026,online,1,29434.74,29434.74
S01571,29.03.2024,Ноутбуки ,P001,online,1,8703.90,8703.90
S01572,2024-11-30,Аксесуари,P023,retail,4,208.89,835.56 грн
S01573,14.05.2024,Аксесуари,P028,retail,3,1871.58,5 614.74
S01574,29.12.2025,Побутова техніка,P044,online,5,3258.53,"16292,65"
S01575,15.03.2025,Аксесуари,P053,online,2,1424.02,2848.04
S01576,2025-01-15,Побутова техніка,P059,retail,1,2419.25,2419.25
S01577,2024-10-02,Ноутбуки,P011,online,3,17247.21,51741.63
S01578,05.05.2024,Одяг,P045,retail,2,722.91,1445.82
S01579,2025-07-11, побутова техніка ,P004,online,1,16709.37,16709.37
