region_code,region_name,period,idx_yoy_pct
UA48000000000039575,Миколаївська,2026-M06,99.1
UA51000000000030770,Одеська,2023-M01,76.1
UA51000000000030770,Одеська,2023-M02,82.2
UA51000000000030770,Одеська,2023-M03,142
UA51000000000030770,Одеська,2023-M04,137.8
UA51000000000030770,Одеська,2023-M05,134.9
UA51000000000030770,Одеська,2023-M06,128.6
UA51000000000030770,Одеська,2023-M07,124
UA51000000000030770,Одеська,2023-M08,128.8
UA51000000000030770,Одеська,2023-M09,123.2
UA51000000000030770,Одеська,2023-M10,125.5
UA51000000000030770,Одеська,2023-M11,121.3
UA51000000000030770,Одеська,2023-M12,121.5
UA51000000000030770,Одеська,2024-M01,115.8
UA51000000000030770,Одеська,2024-M02,121.3
UA51000000000030770,Одеська,2024-M03,117.3
UA51000000000030770,Одеська,2024-M04,114.2
UA51000000000030770,Одеська,2024-M05,113.7
UA51000000000030770,Одеська,2024-M06,118.7
UA51000000000030770,Одеська,2024-M07,123.2
UA51000000000030770,Одеська,2024-M08,116.9
UA51000000000030770,Одеська,2024-M09,109.9
UA51000000000030770,Одеська,2024-M10,106
UA51000000000030770,Одеська,2024-M11,106.3
UA51000000000030770,Одеська,2024-M12,106.2
UA51000000000030770,Одеська,2025-M01,101.5
UA51000000000030770,Одеська,2025-M02,97.4
UA51000000000030770,Одеська,2025-M03,103.4
UA51000000000030770,Одеська,2025-M04,106.6
UA51000000000030770,Одеська,2025-M05,104.7
UA51000000000030770,Одеська,2025-M06,104.3
UA51000000000030770,Одеська,2025-M07,103.4
UA51000000000030770,Одеська,2025-M08,105.6
UA51000000000030770,Одеська,2025-M09,100.6
UA51000000000030770,Одеська,2025-M10,106.7
UA51000000000030770,Одеська,2025-M11,107.1
UA51000000000030770,Одеська,2025-M12,108.9
UA51000000000030770,Одеська,2026-M01,109.9
UA51000000000030770,Одеська,2026-M02,107
UA51000000000030770,Одеська,2026-M03,110.3
UA51000000000030770,Одеська,2026-M04,104
UA51000000000030770,Одеська,2026-M05,111.1
UA51000000000030770,Одеська,2026-M06,108.5
UA53000000000028050,Полтавська,2023-M01,101.4
UA53000000000028050,Полтавська,2023-M02,91.3
UA53000000000028050,Полтавська,2023-M03,125.3
UA53000000000028050,Полтавська,2023-M04,121.5
UA53000000000028050,Полтавська,2023-M05,114.2
UA53000000000028050,Полтавська,2023-M06,113.6
UA53000000000028050,Полтавська,2023-M07,114.9
UA53000000000028050,Полтавська,2023-M08,125.9
UA53000000000028050,Полтавська,2023-M09,120.6
UA53000000000028050,Полтавська,2023-M10,122
UA53000000000028050,Полтавська,2023-M11,123
UA53000000000028050,Полтавська,2023-M12,117.4
UA53000000000028050,Полтавська,2024-M01,107.1
UA53000000000028050,Полтавська,2024-M02,113.1
UA53000000000028050,Полтавська,2024-M03,110.6
UA53000000000028050,Полтавська,2024-M04,107.2
UA53000000000028050,Полтавська,2024-M05,107.4
UA53000000000028050,Полтавська,2024-M06,108.1
UA53000000000028050,Полтавська,2024-M07,114.2
UA53000000000028050,Полтавська,2024-M08,105.9
UA53000000000028050,Полтавська,2024-M09,104.1
UA53000000000028050,Полтавська,2024-M10,102.2
UA53000000000028050,Полтавська,2024-M11,98.4
UA53000000000028050,Полтавська,2024-M12,103.7
UA53000000000028050,Полтавська,2025-M01,110.9
UA53000000000028050,Полтавська,2025-M02,108
UA53000000000028050,Полтавська,2025-M03,107.9
UA53000000000028050,Полтавська,2025-M04,113.1
UA53000000000028050,Полтавська,2025-M05,113.5
UA53000000000028050,Полтавська,2025-M06,115.1
UA53000000000028050,Полтавська,2025-M07,108.8
UA53000000000028050,Полтавська,2025-M08,110.8
UA53000000000028050,Полтавська,2025-M09,109.5
UA53000000000028050,Полтавська,2025-M10,112.2
UA53000000000028050,Полтавська,2025-M11,118.2
UA53000000000028050,Полтавська,2025-M12,120.5
UA53000000000028050,Полтавська,2026-M01,123.6
UA53000000000028050,Полтавська,2026-M02,116.1
UA53000000000028050,Полтавська,2026-M03,120.4
UA53000000000028050,Полтавська,2026-M04,114.2
UA53000000000028050,Полтавська,2026-M05,117.2
UA53000000000028050,Полтавська,2026-M06,113.9
UA56000000000066151,Рівненська,2023-M01,97.3
UA56000000000066151,Рівненська,2023-M02,95.1
UA56000000000066151,Рівненська,2023-M03,120.8
UA56000000000066151,Рівненська,2023-M04,116.2
UA56000000000066151,Рівненська,2023-M05,123.6
UA56000000000066151,Рівненська,2023-M06,122.3
UA56000000000066151,Рівненська,2023-M07,109.4
UA56000000000066151,Рівненська,2023-M08,122.1
UA56000000000066151,Рівненська,2023-M09,120.3
UA56000000000066151,Рівненська,2023-M10,121.7
UA56000000000066151,Рівненська,2023-M11,127.7
UA56000000000066151,Рівненська,2023-M12,125.3
UA56000000000066151,Рівненська,2024-M01,111.8
UA56000000000066151,Рівненська,2024-M02,114.9
UA56000000000066151,Рівненська,2024-M03,112.7
UA56000000000066151,Рівненська,2024-M04,110.7
UA56000000000066151,Рівненська,2024-M05,113.5
UA56000000000066151,Рівненська,2024-M06,111.7
UA56000000000066151,Рівненська,2024-M07,114.3
UA56000000000066151,Рівненська,2024-M08,107.1
UA56000000000066151,Рівненська,2024-M09,104.7
UA56000000000066151,Рівненська,2024-M10,101.4
UA56000000000066151,Рівненська,2024-M11,98.6
UA56000000000066151,Рівненська,2024-M12,100.2
UA56000000000066151,Рівненська,2025-M01,109.3
UA56000000000066151,Рівненська,2025-M02,106.8
UA56000000000066151,Рівненська,2025-M03,109.5
UA56000000000066151,Рівненська,2025-M04,108.8
UA56000000000066151,Рівненська,2025-M05,103.9
UA56000000000066151,Рівненська,2025-M06,107
UA56000000000066151,Рівненська,2025-M07,104.6
UA56000000000066151,Рівненська,2025-M08,106.7
UA56000000000066151,Рівненська,2025-M09,105.3
UA56000000000066151,Рівненська,2025-M10,106.8
UA56000000000066151,Рівненська,2025-M11,114.9
UA56000000000066151,Рівненська,2025-M12,119
UA56000000000066151,Рівненська,2026-M01,123
UA56000000000066151,Рівненська,2026-M02,115.7
UA56000000000066151,Рівненська,2026-M03,121.1
UA56000000000066151,Рівненська,2026-M04,123.9
UA56000000000066151,Рівненська,2026-M05,128.6
UA56000000000066151,Рівненська,2026-M06,123.2
UA59000000000057109,Сумська,2023-M01,77.5
UA59000000000057109,Сумська,2023-M02,81.8
UA59000000000057109,Сумська,2023-M03,247.5
UA59000000000057109,Сумська,2023-M04,171.1
UA59000000000057109,Сумська,2023-M05,127.3
UA59000000000057109,Сумська,2023-M06,124.4
UA59000000000057109,Сумська,2023-M07,111.1
UA59000000000057109,Сумська,2023-M08,113.6
UA59000000000057109,Сумська,2023-M09,114.9
UA59000000000057109,Сумська,2023-M10,119.6
UA59000000000057109,Сумська,2023-M11,121
UA59000000000057109,Сумська,2023-M12,117.6
UA59000000000057109,Сумська,2024-M01,110.9
UA59000000000057109,Сумська,2024-M02,111.9
UA59000000000057109,Сумська,2024-M03,106.4
UA59000000000057109,Сумська,2024-M04,107.8
UA59000000000057109,Сумська,2024-M05,110.7
UA59000000000057109,Сумська,2024-M06,107.1
UA59000000000057109,Сумська,2024-M07,114.1
UA59000000000057109,Сумська,2024-M08,106.1
UA59000000000057109,Сумська,2024-M09,103.1
UA59000000000057109,Сумська,2024-M10,101.1
UA59000000000057109,Сумська,2024-M11,99.2
UA59000000000057109,Сумська,2024-M12,107.4
UA59000000000057109,Сумська,2025-M01,121.5
UA59000000000057109,Сумська,2025-M02,122.1
UA59000000000057109,Сумська,2025-M03,123.2
UA59000000000057109,Сумська,2025-M04,121.6
UA59000000000057109,Сумська,2025-M05,119.8
UA59000000000057109,Сумська,2025-M06,119.7
UA59000000000057109,Сумська,2025-M07,118.4
UA59000000000057109,Сумська,2025-M08,120.6
UA59000000000057109,Сумська,2025-M09,117.1
UA59000000000057109,Сумська,2025-M10,119.9
UA59000000000057109,Сумська,2025-M11,121.6
UA59000000000057109,Сумська,2025-M12,119.7
UA59000000000057109,Сумська,2026-M01,115.1
UA59000000000057109,Сумська,2026-M02,108.2
UA59000000000057109,Сумська,2026-M03,113.3
UA59000000000057109,Сумська,2026-M04,112.8
UA59000000000057109,Сумська,2026-M05,117.9
UA59000000000057109,Сумська,2026-M06,113.4
UA61000000000060328,Тернопільська,2023-M01,85
UA61000000000060328,Тернопільська,2023-M02,79.1
UA61000000000060328,Тернопільська,2023-M03,87.1
UA61000000000060328,Тернопільська,2023-M04,96.4
UA61000000000060328,Тернопільська,2023-M05,99.7
UA61000000000060328,Тернопільська,2023-M06,105.3
UA61000000000060328,Тернопільська,2023-M07,101.2
UA61000000000060328,Тернопільська,2023-M08,105.3
UA61000000000060328,Тернопільська,2023-M09,100.5
UA61000000000060328,Тернопільська,2023-M10,107.4
UA61000000000060328,Тернопільська,2023-M11,112.9
UA61000000000060328,Тернопільська,2023-M12,110.2
UA61000000000060328,Тернопільська,2024-M01,111
UA61000000000060328,Тернопільська,2024-M02,113.6
UA61000000000060328,Тернопільська,2024-M03,109.8
UA61000000000060328,Тернопільська,2024-M04,110.6
UA61000000000060328,Тернопільська,2024-M05,110.7
UA61000000000060328,Тернопільська,2024-M06,111
UA61000000000060328,Тернопільська,2024-M07,116.5
UA61000000000060328,Тернопільська,2024-M08,116.8
UA61000000000060328,Тернопільська,2024-M09,114.7
UA61000000000060328,Тернопільська,2024-M10,110
UA61000000000060328,Тернопільська,2024-M11,101.6
UA61000000000060328,Тернопільська,2024-M12,104.9
UA61000000000060328,Тернопільська,2025-M01,111.5
UA61000000000060328,Тернопільська,2025-M02,114.3
UA61000000000060328,Тернопільська,2025-M03,113.9
UA61000000000060328,Тернопільська,2025-M04,114.3
UA61000000000060328,Тернопільська,2025-M05,111.3
UA61000000000060328,Тернопільська,2025-M06,111.5
UA61000000000060328,Тернопільська,2025-M07,109.6
UA61000000000060328,Тернопільська,2025-M08,110.6
UA61000000000060328,Тернопільська,2025-M09,111.7
UA61000000000060328,Тернопільська,2025-M10,112.3
UA61000000000060328,Тернопільська,2025-M11,113.3
UA61000000000060328,Тернопільська,2025-M12,116
UA61000000000060328,Тернопільська,2026-M01,112.6
UA61000000000060328,Тернопільська,2026-M02,105.8
UA61000000000060328,Тернопільська,2026-M03,116
UA61000000000060328,Тернопільська,2026-M04,106.3
UA61000000000060328,Тернопільська,2026-M05,109.3
UA61000000000060328,Тернопільська,2026-M06,110.7
UA63000000000041885,Харківська,2023-M01,57.4
UA63000000000041885,Харківська,2023-M02,64.5
UA63000000000041885,Харківська,2023-M03,212.6
UA63000000000041885,Харківська,2023-M04,271.3
UA63000000000041885,Харківська,2023-M05,224.7
UA63000000000041885,Харківська,2023-M06,204.5
UA63000000000041885,Харківська,2023-M07,180.5
UA63000000000041885,Харківська,2023-M08,196.7
UA63000000000041885,Харківська,2023-M09,185.7
UA63000000000041885,Харківська,2023-M10,182.9
UA63000000000041885,Харківська,2023-M11,173.7
UA63000000000041885,Харківська,2023-M12,152.7
UA63000000000041885,Харківська,2024-M01,137.3
UA63000000000041885,Харківська,2024-M02,138
UA63000000000041885,Харківська,2024-M03,129.8
UA63000000000041885,Харківська,2024-M04,119.3
UA63000000000041885,Харківська,2024-M05,116.3
UA63000000000041885,Харківська,2024-M06,110.4
UA63000000000041885,Харківська,2024-M07,114.7
UA63000000000041885,Харківська,2024-M08,105.7
UA63000000000041885,Харківська,2024-M09,101.5
UA63000000000041885,Харківська,2024-M10,99.1
UA63000000000041885,Харківська,2024-M11,95.9
UA63000000000041885,Харківська,2024-M12,102.3
UA63000000000041885,Харківська,2025-M01,101.8
UA63000000000041885,Харківська,2025-M02,101.1
UA63000000000041885,Харківська,2025-M03,106.7
UA63000000000041885,Харківська,2025-M04,108.6
UA63000000000041885,Харківська,2025-M05,114
UA63000000000041885,Харківська,2025-M06,113.6
UA63000000000041885,Харківська,2025-M07,110.1
UA63000000000041885,Харківська,2025-M08,111
UA63000000000041885,Харківська,2025-M09,114.6
UA63000000000041885,Харківська,2025-M10,121.9
UA63000000000041885,Харківська,2025-M11,122.9
UA63000000000041885,Харківська,2025-M12,123.1
UA63000000000041885,Харківська,2026-M01,118.2
UA63000000000041885,Харківська,2026-M02,110.1
UA63000000000041885,Харківська,2026-M03,115.2
UA63000000000041885,Харківська,2026-M04,104.1
UA63000000000041885,Харківська,2026-M05,107.3
UA63000000000041885,Харківська,2026-M06,103.9
UA65000000000030969,Херсонська,2024-M01,135.7
UA65000000000030969,Херсонська,2024-M02,135.3
UA65000000000030969,Херсонська,2024-M03,113.2
UA65000000000030969,Херсонська,2024-M04,105.6
UA65000000000030969,Херсонська,2024-M05,119
UA65000000000030969,Херсонська,2024-M06,118.5
UA65000000000030969,Херсонська,2024-M07,120
UA65000000000030969,Херсонська,2024-M08,119
UA65000000000030969,Херсонська,2024-M09,109.9
UA65000000000030969,Херсонська,2024-M10,107.1
UA65000000000030969,Херсонська,2024-M11,99.6
UA65000000000030969,Херсонська,2024-M12,101.9
UA65000000000030969,Херсонська,2025-M01,109.3
UA65000000000030969,Херсонська,2025-M02,108.1
UA65000000000030969,Херсонська,2025-M03,107
UA65000000000030969,Херсонська,2025-M04,106.4
UA65000000000030969,Херсонська,2025-M05,102.9
UA65000000000030969,Херсонська,2025-M06,102.3
UA65000000000030969,Херсонська,2025-M07,96.3
UA65000000000030969,Херсонська,2025-M08,96.3
UA65000000000030969,Херсонська,2025-M09,98
UA65000000000030969,Херсонська,2025-M10,104.3
UA65000000000030969,Херсонська,2025-M11,107
UA65000000000030969,Херсонська,2025-M12,108.7
UA65000000000030969,Херсонська,2026-M01,94.7
UA65000000000030969,Херсонська,2026-M02,89.9
UA65000000000030969,Херсонська,2026-M03,94
UA65000000000030969,Херсонська,2026-M04,94.8
UA65000000000030969,Херсонська,2026-M05,96.3
UA65000000000030969,Херсонська,2026-M06,91.6
UA68000000000099709,Хмельницька,2023-M01,102.1
UA68000000000099709,Хмельницька,2023-M02,96.6
UA68000000000099709,Хмельницька,2023-M03,106.4
UA68000000000099709,Хмельницька,2023-M04,110.6
UA68000000000099709,Хмельницька,2023-M05,114.1
UA68000000000099709,Хмельницька,2023-M06,121.9
UA68000000000099709,Хмельницька,2023-M07,108.9
UA68000000000099709,Хмельницька,2023-M08,122
UA68000000000099709,Хмельницька,2023-M09,117.7
UA68000000000099709,Хмельницька,2023-M10,121.6
UA68000000000099709,Хмельницька,2023-M11,129.1
UA68000000000099709,Хмельницька,2023-M12,124.9
UA68000000000099709,Хмельницька,2024-M01,111.5
UA68000000000099709,Хмельницька,2024-M02,109.4
UA68000000000099709,Хмельницька,2024-M03,108.5
UA68000000000099709,Хмельницька,2024-M04,112.9
UA68000000000099709,Хмельницька,2024-M05,112
UA68000000000099709,Хмельницька,2024-M06,110.4
UA68000000000099709,Хмельницька,2024-M07,114.8
UA68000000000099709,Хмельницька,2024-M08,107.5
UA68000000000099709,Хмельницька,2024-M09,103.2
UA68000000000099709,Хмельницька,2024-M10,105.8
UA68000000000099709,Хмельницька,2024-M11,101.4
UA68000000000099709,Хмельницька,2024-M12,106.7
UA68000000000099709,Хмельницька,2025-M01,107.4
UA68000000000099709,Хмельницька,2025-M02,107.9
UA68000000000099709,Хмельницька,2025-M03,107.8
UA68000000000099709,Хмельницька,2025-M04,110.1
UA68000000000099709,Хмельницька,2025-M05,107.7
UA68000000000099709,Хмельницька,2025-M06,106.8
UA68000000000099709,Хмельницька,2025-M07,102.4
UA68000000000099709,Хмельницька,2025-M08,104.4
UA68000000000099709,Хмельницька,2025-M09,105.6
UA68000000000099709,Хмельницька,2025-M10,103.7
UA68000000000099709,Хмельницька,2025-M11,107.8
UA68000000000099709,Хмельницька,2025-M12,113.3
UA68000000000099709,Хмельницька,2026-M01,122.3
UA68000000000099709,Хмельницька,2026-M02,117
UA68000000000099709,Хмельницька,2026-M03,124
UA68000000000099709,Хмельницька,2026-M04,117.3
UA68000000000099709,Хмельницька,2026-M05,120.7
UA68000000000099709,Хмельницька,2026-M06,115.8
UA71000000000010357,Черкаська,2023-M01,99.1
UA71000000000010357,Черкаська,2023-M02,97
UA71000000000010357,Черкаська,2023-M03,130.7
UA71000000000010357,Черкаська,2023-M04,119.3
UA71000000000010357,Черкаська,2023-M05,122.5
UA71000000000010357,Черкаська,2023-M06,123.9
UA71000000000010357,Черкаська,2023-M07,116
UA71000000000010357,Черкаська,2023-M08,124.1
UA71000000000010357,Черкаська,2023-M09,119.6
UA71000000000010357,Черкаська,2023-M10,122.6
UA71000000000010357,Черкаська,2023-M11,126.2
UA71000000000010357,Черкаська,2023-M12,120.4
UA71000000000010357,Черкаська,2024-M01,117.3
UA71000000000010357,Черкаська,2024-M02,116.9
UA71000000000010357,Черкаська,2024-M03,116
UA71000000000010357,Черкаська,2024-M04,114.1
UA71000000000010357,Черкаська,2024-M05,119.3
UA71000000000010357,Черкаська,2024-M06,113.4
UA71000000000010357,Черкаська,2024-M07,120.6
UA71000000000010357,Черкаська,2024-M08,113.4
UA71000000000010357,Черкаська,2024-M09,109.6
UA71000000000010357,Черкаська,2024-M10,112.9
UA71000000000010357,Черкаська,2024-M11,107.4
UA71000000000010357,Черкаська,2024-M12,107.6
UA71000000000010357,Черкаська,2025-M01,102.5
UA71000000000010357,Черкаська,2025-M02,104.6
UA71000000000010357,Черкаська,2025-M03,108.4
UA71000000000010357,Черкаська,2025-M04,108.6
UA71000000000010357,Черкаська,2025-M05,105.1
UA71000000000010357,Черкаська,2025-M06,110
UA71000000000010357,Черкаська,2025-M07,105
UA71000000000010357,Черкаська,2025-M08,106.5
UA71000000000010357,Черкаська,2025-M09,104.7
UA71000000000010357,Черкаська,2025-M10,100.9
UA71000000000010357,Черкаська,2025-M11,104.5
UA71000000000010357,Черкаська,2025-M12,109.8
UA71000000000010357,Черкаська,2026-M01,112.4
UA71000000000010357,Черкаська,2026-M02,107.3
UA71000000000010357,Черкаська,2026-M03,107.8
UA71000000000010357,Черкаська,2026-M04,103.4
UA71000000000010357,Черкаська,2026-M05,105.8
UA71000000000010357,Черкаська,2026-M06,104.6
UA73000000000044923,Чернівецька,2023-M01,89.3
UA73000000000044923,Чернівецька,2023-M02,87.2
UA73000000000044923,Чернівецька,2023-M03,86.2
UA73000000000044923,Чернівецька,2023-M04,93.1
UA73000000000044923,Чернівецька,2023-M05,107
UA73000000000044923,Чернівецька,2023-M06,117.6
UA73000000000044923,Чернівецька,2023-M07,105.3
UA73000000000044923,Чернівецька,2023-M08,109
UA73000000000044923,Чернівецька,2023-M09,104.3
UA73000000000044923,Чернівецька,2023-M10,109.5
UA73000000000044923,Чернівецька,2023-M11,109.1
UA73000000000044923,Чернівецька,2023-M12,114.2
UA73000000000044923,Чернівецька,2024-M01,122.3
UA73000000000044923,Чернівецька,2024-M02,127.7
UA73000000000044923,Чернівецька,2024-M03,124
UA73000000000044923,Чернівецька,2024-M04,121.9
UA73000000000044923,Чернівецька,2024-M05,119.4
UA73000000000044923,Чернівецька,2024-M06,118
UA73000000000044923,Чернівецька,2024-M07,113.8
UA73000000000044923,Чернівецька,2024-M08,110.1
UA73000000000044923,Чернівецька,2024-M09,105.8
UA73000000000044923,Чернівецька,2024-M10,101.3
UA73000000000044923,Чернівецька,2024-M11,99.3
UA73000000000044923,Чернівецька,2024-M12,100.8
UA73000000000044923,Чернівецька,2025-M01,108.9
UA73000000000044923,Чернівецька,2025-M02,108.8
UA73000000000044923,Чернівецька,2025-M03,109.4
UA73000000000044923,Чернівецька,2025-M04,116.7
UA73000000000044923,Чернівецька,2025-M05,117.6
UA73000000000044923,Чернівецька,2025-M06,120.7
UA73000000000044923,Чернівецька,2025-M07,115.9
UA73000000000044923,Чернівецька,2025-M08,116.7
UA73000000000044923,Чернівецька,2025-M09,117.3
UA73000000000044923,Чернівецька,2025-M10,120.6
UA73000000000044923,Чернівецька,2025-M11,127.4
UA73000000000044923,Чернівецька,2025-M12,135.8
UA73000000000044923,Чернівецька,2026-M01,117.4
UA73000000000044923,Чернівецька,2026-M02,106.2
UA73000000000044923,Чернівецька,2026-M03,119.6
UA73000000000044923,Чернівецька,2026-M04,107.9
UA73000000000044923,Чернівецька,2026-M05,111.6
UA73000000000044923,Чернівецька,2026-M06,107.9
UA74000000000025378,Чернігівська,2023-M01,79.5
UA74000000000025378,Чернігівська,2023-M02,85.1
UA74000000000025378,Чернігівська,2023-M03,333.2
UA74000000000025378,Чернігівська,2023-M04,244.3
UA74000000000025378,Чернігівська,2023-M05,151.1
UA74000000000025378,Чернігівська,2023-M06,137.6
UA74000000000025378,Чернігівська,2023-M07,127.5
UA74000000000025378,Чернігівська,2023-M08,128.8
UA74000000000025378,Чернігівська,2023-M09,121.3
UA74000000000025378,Чернігівська,2023-M10,128.1
UA74000000000025378,Чернігівська,2023-M11,129.4
UA74000000000025378,Чернігівська,2023-M12,123.7
UA74000000000025378,Чернігівська,2024-M01,117.5
UA74000000000025378,Чернігівська,2024-M02,126.7
UA74000000000025378,Чернігівська,2024-M03,128.6
UA74000000000025378,Чернігівська,2024-M04,120
UA74000000000025378,Чернігівська,2024-M05,124.9
UA74000000000025378,Чернігівська,2024-M06,117.9
UA74000000000025378,Чернігівська,2024-M07,121
UA74000000000025378,Чернігівська,2024-M08,117.3
UA74000000000025378,Чернігівська,2024-M09,114.1
UA74000000000025378,Чернігівська,2024-M10,111.5
UA74000000000025378,Чернігівська,2024-M11,115.1
UA74000000000025378,Чернігівська,2024-M12,116.6
UA74000000000025378,Чернігівська,2025-M01,105.4
UA74000000000025378,Чернігівська,2025-M02,102
UA74000000000025378,Чернігівська,2025-M03,101.2
UA74000000000025378,Чернігівська,2025-M04,105.5
UA74000000000025378,Чернігівська,2025-M05,101.8
UA74000000000025378,Чернігівська,2025-M06,104.3
UA74000000000025378,Чернігівська,2025-M07,100.3
UA74000000000025378,Чернігівська,2025-M08,102.6
UA74000000000025378,Чернігівська,2025-M09,102.1
UA74000000000025378,Чернігівська,2025-M10,108.3
UA74000000000025378,Чернігівська,2025-M11,103.7
UA74000000000025378,Чернігівська,2025-M12,104.1
UA74000000000025378,Чернігівська,2026-M01,109.6
UA74000000000025378,Чернігівська,2026-M02,105.4
UA74000000000025378,Чернігівська,2026-M03,108.2
UA74000000000025378,Чернігівська,2026-M04,101.1
UA74000000000025378,Чернігівська,2026-M05,103.4
UA74000000000025378,Чернігівська,2026-M06,98.6
UA80000000000093317,Київ,2023-M01,73.6
UA80000000000093317,Київ,2023-M02,84
UA80000000000093317,Київ,2023-M03,264.1
UA80000000000093317,Київ,2023-M04,196
UA80000000000093317,Київ,2023-M05,138.9
UA80000000000093317,Київ,2023-M06,126.3
UA80000000000093317,Київ,2023-M07,115.9
UA80000000000093317,Київ,2023-M08,123.2
UA80000000000093317,Київ,2023-M09,117.1
UA80000000000093317,Київ,2023-M10,124
UA80000000000093317,Київ,2023-M11,126.9
UA80000000000093317,Київ,2023-M12,119
UA80000000000093317,Київ,2024-M01,119.1
UA80000000000093317,Київ,2024-M02,123.7
UA80000000000093317,Київ,2024-M03,122
UA80000000000093317,Київ,2024-M04,119.1
UA80000000000093317,Київ,2024-M05,117.9
UA80000000000093317,Київ,2024-M06,118.9
UA80000000000093317,Київ,2024-M07,119.9
UA80000000000093317,Київ,2024-M08,113.2
UA80000000000093317,Київ,2024-M09,109.7
UA80000000000093317,Київ,2024-M10,108.9
UA80000000000093317,Київ,2024-M11,105.6
UA80000000000093317,Київ,2024-M12,108.1
UA80000000000093317,Київ,2025-M01,106.6
UA80000000000093317,Київ,2025-M02,104.1
UA80000000000093317,Київ,2025-M03,103.4
UA80000000000093317,Київ,2025-M04,104.7
UA80000000000093317,Київ,2025-M05,105.2
UA80000000000093317,Київ,2025-M06,103.5
UA80000000000093317,Київ,2025-M07,97.9
UA80000000000093317,Київ,2025-M08,101.8
UA80000000000093317,Київ,2025-M09,102.5
UA80000000000093317,Київ,2025-M10,103.5
UA80000000000093317,Київ,2025-M11,108.2
UA80000000000093317,Київ,2025-M12,108.2
UA80000000000093317,Київ,2026-M01,110.1
UA80000000000093317,Київ,2026-M02,105.1
UA80000000000093317,Київ,2026-M03,111.6
UA80000000000093317,Київ,2026-M04,102.5
UA80000000000093317,Київ,2026-M05,106.9
UA80000000000093317,Київ,2026-M06,104.9
