tender_id,tenderID,date_created,status,cpv_id,value_amount,value_currency,procuring_entity_name,procuring_entity_edrpou,region
8f1df914e8134a36b909b2fd61aa2deb,UA-2026-08-19-005189-a,2026-08-19T12:11:59.403595+03:00,active.qualification,15220000-6,413400.0,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
a3a377fbfce34e9fbdc156902e7f9968,UA-2026-08-19-013642-a,2026-08-19T20:54:53.113596+03:00,active.qualification,15110000-2,271069.0,UAH,ВИКОНАВЧИЙ КОМІТЕТ СЕНЧАНСЬКОЇ СІЛЬСЬКОЇ РАДИ,41830654,Полтавська область
51ff35d72d064826b9ab87479a89f0ed,UA-2026-08-19-004595-a,2026-08-19T11:47:28.364509+03:00,active.qualification,15610000-7,110381.66,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ТОВАРИСТВО ""ДНІПРОВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ОНКОЛОГІЧНИЙ ДИСПАНСЕР"" ДНІПРОПЕТРОВСЬКОЇ ОБЛАСНОЇ РАДИ""",02007265,Дніпропетровська область
87b94aa12f1d4fd5ae3e6aac39df723e,UA-2026-08-19-004072-a,2026-08-19T11:30:33.388635+03:00,active.qualification,15320000-7,208494.0,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ТОВАРИСТВО ""ДНІПРОВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ОНКОЛОГІЧНИЙ ДИСПАНСЕР"" ДНІПРОПЕТРОВСЬКОЇ ОБЛАСНОЇ РАДИ""",02007265,Дніпропетровська область
121d400b2c6e4ad0bfe982b7cd2925c4,UA-2026-08-19-006607-a,2026-08-19T13:26:04.143372+03:00,active.qualification,15530000-2,73500.0,UAH,Уланівський ліцей Уланівської сільської ради,20087813,Вінницька область
cdd18071e2714a10973e6bac87804b7a,UA-2026-08-19-013969-a,2026-08-19T22:57:54.811178+03:00,active.qualification,15510000-6,37903.53,UAH,ВИКОНАВЧИЙ КОМІТЕТ СЕНЧАНСЬКОЇ СІЛЬСЬКОЇ РАДИ,41830654,Полтавська область
c649b09034034815a6f1f5f5dfb95b72,UA-2026-08-19-001489-a,2026-08-19T09:58:54.540453+03:00,active.qualification,15530000-2,180216.67,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
8f1921e63f7142e7b85db85b37d958dc,UA-2026-08-14-008040-a,2026-08-14T14:39:48.618561+03:00,active.qualification,15530000-2,100400.0,UAH,ВІДДІЛ З ГУМАНІТАРНИХ ПИТАНЬ ВИКОНАВЧОГО КОМІТЕТУ УЛАШАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,43205042,Хмельницька область
62de965af5994e75b8e2e504f5fbfed5,UA-2026-08-19-008798-a,2026-08-19T14:50:08.287605+03:00,active.qualification,15320000-7,18000.0,UAH,"ВІДДІЛ ОСВІТИ, СІМ'Ї, МОЛОДІ, СПОРТУ, КУЛЬТУРИ І ТУРИЗМУ ОЛЬГОПІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ",44072142,Вінницька область
01d0720bdfdd427cbbd816083375487e,UA-2026-08-19-001916-a,2026-08-19T10:16:54.922739+03:00,active.qualification,15510000-6,115920.0,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
e4e02b05d217412b9daa2c18f14f0fac,UA-2026-08-19-001129-a,2026-08-19T09:41:00.875184+03:00,active.qualification,15840000-8,50333.33,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
79bde6de68bb40caba299ea0f370e277,UA-2026-08-19-005938-a,2026-08-19T12:50:23.467868+03:00,active.qualification,15320000-7,141750.0,UAH,"Відділ освіти, культури, молоді та спорту Корюківської міської ради",41086985,Чернігівська область
663d1dfbab484299b2c494cc791f53e8,UA-2026-08-19-009589-a,2026-08-19T15:14:56.637938+03:00,active.qualification,15330000-0,744291.67,UAH,ПОЧАТКОВА ШКОЛА  № 12 БРОВАРСЬКОЇ МІСЬКОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,45668667,Київська область
5510e1a9c3254d0f9072ec80029c86be,UA-2026-08-22-000018-a,2026-08-22T02:14:52.268981+03:00,active.tendering,15530000-2,297725.0,UAH,Ліцей «Домінанта» Дніпровського району м.Києва,22875220,Київська область
f28ae549145548769e89c45fb253779d,UA-2026-08-22-000015-a,2026-08-22T01:34:17.293879+03:00,active.tendering,15540000-5,737250.0,UAH,Ліцей «Домінанта» Дніпровського району м.Києва,22875220,Київська область
35f5d3ac5ba34ffe96c4a9bfd4a9248c,UA-2026-08-22-000007-a,2026-08-22T00:12:49.818028+03:00,active.tendering,15530000-2,50670.0,UAH,Ліцей №1 ім. М.Д. Леонтовича Немирівської  міської  ради,13310311,Вінницька область
87851e0ebcb443e997a43b7783abd5ec,UA-2026-08-19-014083-a,2026-08-19T23:57:56.900587+03:00,active.qualification,15110000-2,201000.0,UAH,"КОМУНАЛЬНИЙ ЗАКЛАД КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКИЙ ОБЛАСНИЙ ЛІЦЕЙ""",22203815,Київська область
25bda3e0d5d94967bdf7b1e207f7afd5,UA-2026-08-14-006276-a,2026-08-14T13:20:26.497642+03:00,active.qualification,15810000-9,1199052.0,UAH,"Комунальна установа ""Центр фінансування та господарської діяльності закладів та установ системи освіти Приморського району м. Одеси""",40703130,Одеська область
7c42831459c441168dfd655580a2efa7,UA-2026-08-14-004914-a,2026-08-14T12:07:10.986014+03:00,active.auction,15870000-7,47662.5,UAH,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 18"" ВИКОНАВЧОГО ОРГАНУ  КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",01993776,Київська область
072bd7835bd64a7d996d894617462f6f,UA-2026-08-19-013911-a,2026-08-19T22:36:27.533200+03:00,unsuccessful,15110000-2,85833.34,UAH,"КОМУНАЛЬНИЙ ЗАКЛАД ""ЗАПОРІЗЬКА СПЕЦІАЛЬНА ЗАГАЛЬНООСВІТНЯ ШКОЛА-ІНТЕРНАТ № 2"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ",20508858,Запорізька область
d7c477557d5e44beab7c33ab8f39406a,UA-2026-08-19-013806-a,2026-08-19T21:57:07.962976+03:00,active.qualification,15220000-6,200962.5,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №12 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,24827843,Полтавська область
6bc70fac6d594af49e5d47e65fc359ad,UA-2026-08-19-013761-a,2026-08-19T21:42:19.395959+03:00,active.qualification,15530000-2,98832.5,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №12 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,24827843,Полтавська область
0bdeea42744848858770c4587c33c1de,UA-2026-08-19-013012-a,2026-08-19T17:56:25.440689+03:00,active.qualification,15220000-6,260000.0,UAH,Львівський державний університет внутрішніх справ,08571995,Львівська область
af0aa2c2655d4706aae85463086ad049,UA-2026-08-19-013456-a,2026-08-19T19:39:53.692167+03:00,active.qualification,15110000-2,29000.0,UAH,БІЛІВСЬКИЙ ЛІЦЕЙ ЗОРЯНСЬКОЇ СІЛЬСЬКОЇ РАДИ РІВНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ,25315704,Рівненська область
587ed993e6794dec8c823d5898d08d23,UA-2026-08-19-013561-a,2026-08-19T20:21:00.156808+03:00,active.qualification,15550000-8,83416.67,UAH,БУШТИНСЬКИЙ ЛІЦЕЙ БУШТИНСЬКОЇ СЕЛИЩНОЇ РАДИ ТЯЧІВСЬКОГО РАЙОНУ ЗАКАРПАТСЬКОЇ ОБЛАСТІ,22114862,Закарпатська область
2113e7f2a6584c5787e7e288d8893e05,UA-2026-08-19-012816-a,2026-08-19T17:31:37.858366+03:00,active.qualification,15510000-6,35759.58,UAH,"Кременчуцька гімназія №20 Кременчуцької міської ради Кременчуцького району Полтавської області
",24830485,Полтавська область
97a35813518146b08c51e4d6589e9693,UA-2026-08-19-011402-a,2026-08-19T16:15:50.823962+03:00,active.qualification,15110000-2,154232.0,UAH,Вільногірський ліцей №5 Вільногірської міської ради Дніпропетровської області,33340098,Дніпропетровська область
9a2b64eac256478aa684660d117b79c3,UA-2026-08-19-013003-a,2026-08-19T17:55:44.045070+03:00,active.qualification,15110000-2,525466.94,UAH,"Кременчуцька гімназія №20 Кременчуцької міської ради Кременчуцького району Полтавської області
",24830485,Полтавська область
10fd92680f5b4edab80f247b1254000e,UA-2026-08-19-012924-a,2026-08-19T17:43:59.074934+03:00,active.qualification,15220000-6,91167.0,UAH,КОМУНАЛЬНИЙ ЗАКЛАД ЗАПОРІЗЬКИЙ ОБЛАСНИЙ АКАДЕМІЧНИЙ ЛІЦЕЙ АЛЬТА ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ,20509042,Запорізька область
89bbef095ac047ea9ba2be0e0d40d1df,UA-2026-08-19-012956-a,2026-08-19T17:48:09.181242+03:00,active.qualification,15550000-8,34996.33,UAH,"КРЕМЕНЧУЦЬКИЙ ЛІЦЕЙ №17 ""ВИБІР"" ІМЕНІ М.Г.НЕЛЕНЯ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",22538987,Полтавська область
f81b42d939444c61956171470782469d,UA-2026-08-19-013167-a,2026-08-19T18:21:38.639137+03:00,active.qualification,15530000-2,198000.0,UAH,Гімназія №6 ГОРІШНЬОПЛАВНІВСЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,23280315,Полтавська область
197c2dffe8d942dfbc85dcebf9d72d8b,UA-2026-08-19-009075-a,2026-08-19T14:59:01.858945+03:00,active.qualification,15330000-0,517877.5,UAH,"ВІДДІЛ ОСВІТИ, МОЛОДІ,СПОРТУ, КУЛЬТУРИ,ТУРИЗМУ ТА ПРАВОПОРЯДКУ ВЕСНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ",41292510,Миколаївська область
583031ed1f2e4beb93fb982bcbba4ea6,UA-2026-08-19-012200-a,2026-08-19T16:47:55.429752+03:00,active.qualification,15610000-7,80548.72,UAH,"КРЕМЕНЧУЦЬКИЙ ЛІЦЕЙ №17 ""ВИБІР"" ІМЕНІ М.Г.НЕЛЕНЯ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",22538987,Полтавська область
0a8319be4baf48bfafe601e1d371f596,UA-2026-08-19-006565-a,2026-08-19T13:23:40.405527+03:00,active.qualification,15550000-8,203066.67,UAH,"Відділ освіти, сім'ї, молоді та спорту Васильковецької сільської ради",40620238,Тернопільська область
0b78a2b36ae04071a34f55662c98d992,UA-2026-08-19-013126-a,2026-08-19T18:14:45.805306+03:00,active.qualification,15220000-6,264330.0,UAH,Гімназія №6 ГОРІШНЬОПЛАВНІВСЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,23280315,Полтавська область
c8dd604bcf944dcc97ac83e069f2da07,UA-2026-08-19-010095-a,2026-08-19T15:32:05.108333+03:00,active.qualification,15110000-2,350833.0,UAH,"КЗ ЛОР ""Буківський дитячий будинок-інтернат""",03189015,Львівська область
0bcd6da1e6ca4fb6a3bf69401dfd1321,UA-2026-08-19-012992-a,2026-08-19T17:53:17.410877+03:00,active.qualification,15850000-1,18898.47,UAH,"КРЕМЕНЧУЦЬКИЙ ЛІЦЕЙ №17 ""ВИБІР"" ІМЕНІ М.Г.НЕЛЕНЯ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",22538987,Полтавська область
6e8e2a9d776843c5a758f645dea880bc,UA-2026-08-19-006815-a,2026-08-19T13:35:04.431166+03:00,active.qualification,15110000-2,168333.33,UAH," Заклад дошкільної освіти (ясла-садок)  ""СВІТАНОК"" Кам'янецької селищної ради Кропивницького району Кіровоградської області",26322698,Кіровоградська область
a54263faaa544042a1a55547fb1aa276,UA-2026-08-19-013925-a,2026-08-19T22:38:58.085001+03:00,active.qualification,15530000-2,94430.0,UAH,КРЕМЕНЧУЦЬКИЙ ЛЬОТНИЙ КОЛЕДЖ ХАРКІВСЬКОГО НАЦІОНАЛЬНОГО УНІВЕРСИТЕТУ ВНУТРІШНІХ СПРАВ,43041752,Полтавська область
1e4b9b44a7124d93be573884c4220a77,UA-2026-08-19-013831-a,2026-08-19T22:06:06.965272+03:00,active.qualification,15610000-7,421843.0,UAH,"Управління освіти, молоді та спорту Монастирищенської міської ради",43983521,Черкаська область
63dd5055105d491d958b19c2a37139ea,UA-2026-08-19-013952-a,2026-08-19T22:49:31.195542+03:00,active.qualification,15550000-8,10678.2,UAH,КРЕМЕНЧУЦЬКИЙ ЛЬОТНИЙ КОЛЕДЖ ХАРКІВСЬКОГО НАЦІОНАЛЬНОГО УНІВЕРСИТЕТУ ВНУТРІШНІХ СПРАВ,43041752,Полтавська область
e95c72567492477e9d97c9809081afa7,UA-2026-08-19-011796-a,2026-08-19T16:31:39.835375+03:00,unsuccessful,15870000-7,20792.85,UAH,"КРЕМЕНЧУЦЬКИЙ ЛІЦЕЙ №17 ""ВИБІР"" ІМЕНІ М.Г.НЕЛЕНЯ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",22538987,Полтавська область
f94a43762bc14df7993086169062b8b9,UA-2026-08-19-013282-a,2026-08-19T18:38:43.467862+03:00,active.qualification,15540000-5,441720.0,UAH,Гімназія №6 ГОРІШНЬОПЛАВНІВСЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,23280315,Полтавська область
3b50e77d523445ce8beca58b985eabce,UA-2026-08-19-012974-a,2026-08-19T17:50:55.953853+03:00,active.qualification,15320000-7,35566.67,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №3 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,22548922,Полтавська область
65faf063867542aea28f02588f8af543,UA-2026-08-19-012844-a,2026-08-19T17:34:03.391401+03:00,active.qualification,15320000-7,68854.64,UAH,"КРЕМЕНЧУЦЬКИЙ ЛІЦЕЙ №17 ""ВИБІР"" ІМЕНІ М.Г.НЕЛЕНЯ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",22538987,Полтавська область
df2d4472a1514043b0bc3547203d92f1,UA-2026-08-19-012744-a,2026-08-19T17:23:37.662168+03:00,active.qualification,15530000-2,56666.67,UAH,"Кременчуцька гімназія №20 Кременчуцької міської ради Кременчуцького району Полтавської області
",24830485,Полтавська область
98a77ec9a8b84f85a079e2c8645ab7c0,UA-2026-08-19-013085-a,2026-08-19T18:08:10.426700+03:00,active.qualification,15550000-8,34672.67,UAH,"Кременчуцька гімназія №20 Кременчуцької міської ради Кременчуцького району Полтавської області
",24830485,Полтавська область
30651381115e43a6950ada9c0cf8be9b,UA-2026-08-19-013330-a,2026-08-19T18:51:42.412621+03:00,active.qualification,15540000-5,258909.33,UAH,"Кременчуцька гімназія №20 Кременчуцької міської ради Кременчуцького району Полтавської області
",24830485,Полтавська область
797faa5d768b4f1093057427af6148e3,UA-2026-08-19-013830-a,2026-08-19T22:05:04.839542+03:00,active.qualification,15110000-2,130691.67,UAH,ВАРІВСЬКИЙ ЛІЦЕЙ ІМЕНІ ФЕРЕНЦА РАКОЦІ ІІ БЕРЕГІВСЬКОЇ МІСЬКОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ ,26212030,Закарпатська область
d76d122c9e8c47ec903782bcfe1c9b85,UA-2026-08-19-012922-a,2026-08-19T17:43:43.584245+03:00,active.qualification,15110000-2,487974.85,UAH,"КРЕМЕНЧУЦЬКИЙ ЛІЦЕЙ №17 ""ВИБІР"" ІМЕНІ М.Г.НЕЛЕНЯ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",22538987,Полтавська область
d12e9b5eaa4643fb90db846ab58773cf,UA-2026-08-19-013057-a,2026-08-19T18:02:49.514000+03:00,active.qualification,15320000-7,72000.0,UAH,КОМУНАЛЬНИЙ ЗАКЛАД ЗАПОРІЗЬКИЙ ОБЛАСНИЙ АКАДЕМІЧНИЙ ЛІЦЕЙ АЛЬТА ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ,20509042,Запорізька область
18a17e3aa72f4da287725687e78f9c03,UA-2026-08-19-013207-a,2026-08-19T18:26:00.924870+03:00,active.qualification,15810000-9,119083.0,UAH,КОМУНАЛЬНИЙ ЗАКЛАД ЗАПОРІЗЬКИЙ ОБЛАСНИЙ АКАДЕМІЧНИЙ ЛІЦЕЙ АЛЬТА ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ,20509042,Запорізька область
54445f7f708141c0a40055dcf190609f,UA-2026-08-19-010508-a,2026-08-19T15:45:38.313990+03:00,active.qualification,15320000-7,250000.0,UAH, ВІДДІЛ ОСВІТИ БАРСЬКОЇ МІСЬКОЇ РАДИ,41299207,Вінницька область
d437b1e1c82741cbbcef892278adccc3,UA-2026-08-19-014024-a,2026-08-19T23:23:20.846031+03:00,active.qualification,15110000-2,507437.7,UAH,"ОПОРНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ ""ЛОКАЧИНСЬКИЙ ЛІЦЕЙ""ЛОКАЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ ВОЛОДИМИРСЬКОГО РАЙОНУ ВОЛИНСЬКОЇ ОБЛАСТІ",20131856,Волинська область
6d4ecdbc4d2143f398384ee3023b871a,UA-2026-08-19-013809-a,2026-08-19T21:58:28.621326+03:00,active.qualification,15110000-2,201666.67,UAH,БОЯРСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №1 БОЯРСЬКОЇ МІСЬКОЇ РАДИ,23568909,Київська область
aa8d266e53564699971e7245ff97455c,UA-2026-08-19-005786-a,2026-08-19T12:42:00.894894+03:00,active.qualification,15110000-2,1149333.33,UAH,ВІДДІЛ ОСВІТИ ФУРСІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,46185003,Київська область
f0bac588cae846efae7fd1cba37dbb8e,UA-2026-08-19-013862-a,2026-08-19T22:17:29.448949+03:00,active.qualification,15530000-2,91758.33,UAH,"ОПОРНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ ""ЛОКАЧИНСЬКИЙ ЛІЦЕЙ""ЛОКАЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ ВОЛОДИМИРСЬКОГО РАЙОНУ ВОЛИНСЬКОЇ ОБЛАСТІ",20131856,Волинська область
3e56c9df37b340b1871bb309ad691cab,UA-2026-08-19-004689-a,2026-08-19T11:50:17.467973+03:00,active.qualification,15610000-7,65833.33,UAH,Олевська міська рада,04343470,Житомирська область
c8d8d13907d2403bace907058128e450,UA-2026-08-19-014063-a,2026-08-19T23:44:30.247903+03:00,active.qualification,15420000-8,39250.0,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №12 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,24827843,Полтавська область
1f3ee361d5084c64ba2a9e2cebc37bc5,UA-2026-08-19-013834-a,2026-08-19T22:07:34.869495+03:00,active.qualification,15540000-5,181406.67,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №12 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,24827843,Полтавська область
bd1c4251d7614a0a85f71159d6ef056a,UA-2026-08-19-014058-a,2026-08-19T23:40:51.877146+03:00,active.qualification,15220000-6,193958.33,UAH,"ОПОРНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ ""ЛОКАЧИНСЬКИЙ ЛІЦЕЙ""ЛОКАЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ ВОЛОДИМИРСЬКОГО РАЙОНУ ВОЛИНСЬКОЇ ОБЛАСТІ",20131856,Волинська область
74679e90c83f4f0e8a7d750619d789c8,UA-2026-08-19-005639-a,2026-08-19T12:35:20.056424+03:00,active.qualification,15820000-2,284901.67,UAH,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ДОБРОБУТ
ПОЛТАВСЬКОЇ ГРОМАДИ ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ""",43965125,Полтавська область
5fae6416527146f5b2c95190cb93f4ad,UA-2026-08-19-011791-a,2026-08-19T16:31:29.434818+03:00,active.qualification,15130000-8,143356.67,UAH,ВІЙСЬКОВА ЧАСТИНА 1472,14321541,
996783cbcdd1461f8ef2879b8643ee51,UA-2026-08-19-013981-a,2026-08-19T23:03:31.936394+03:00,active.qualification,15550000-8,48812.67,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №12 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,24827843,Полтавська область
1c06b4eb6c3d4fcf8cac85507a516d7f,UA-2026-08-19-004657-a,2026-08-19T11:49:06.083307+03:00,active.qualification,15220000-6,81666.67,UAH,"Комунальний заклад ""Браїлівський ліцей імені В.О.Забаштанського""   Жмеринської міської територіальної громади
",26242321,Вінницька область
3afb3da6dc4247e094a602b92c1b1c5f,UA-2026-08-19-004797-a,2026-08-19T11:55:05.615234+03:00,active.qualification,15550000-8,71500.0,UAH,ВІЙСЬКОВА ЧАСТИНА 1141 НАЦІОНАЛЬНОЇ ГВАРДІЇ УКРАЇНИ,14323416,Волинська область
360d8d9580d24813afdfdf88fb523cd6,UA-2026-08-19-001931-a,2026-08-19T10:17:18.574281+03:00,active.qualification,15110000-2,192500.0,UAH,"Комунальний заклад ""Запорізька спеціальна загальноосвітня школа-інтернат ""Орієнтир"" ЗОР",20518733,Запорізька область
dc06ddd8f9824768ac8d7d9b7ee6443e,UA-2026-08-19-013841-a,2026-08-19T22:10:37.271786+03:00,active.qualification,15220000-6,100000.0,UAH,БОЯРСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №1 БОЯРСЬКОЇ МІСЬКОЇ РАДИ,23568909,Київська область
eb1fbab4b6554432a4b0b5389b1274e7,UA-2026-08-19-014001-a,2026-08-19T23:11:46.265480+03:00,active.qualification,15320000-7,499919.0,UAH,"Управління освіти, молоді та спорту Монастирищенської міської ради",43983521,Черкаська область
b6faa0be13cc42bc93fe2bc8d0188668,UA-2026-08-19-013080-a,2026-08-19T18:07:12.256077+03:00,active.qualification,15110000-2,222600.0,UAH,Гімназія №6 ГОРІШНЬОПЛАВНІВСЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,23280315,Полтавська область
89938880d0154469b7acc9e6ebb90af2,UA-2026-08-19-013927-a,2026-08-19T22:39:18.757360+03:00,active.qualification,15320000-7,95666.67,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №12 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,24827843,Полтавська область
38a3805e9e844927bdf5981e1b7a39ae,UA-2026-08-19-013667-a,2026-08-19T21:02:40.473358+03:00,active.qualification,15540000-5,254443.93,UAH,"ОПОРНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ ""ЛОКАЧИНСЬКИЙ ЛІЦЕЙ""ЛОКАЧИНСЬКОЇ СЕЛИЩНОЇ РАДИ ВОЛОДИМИРСЬКОГО РАЙОНУ ВОЛИНСЬКОЇ ОБЛАСТІ",20131856,Волинська область
82c515d5a2b149609b3b2007779a7fb1,UA-2026-08-19-013639-a,2026-08-19T20:54:37.449523+03:00,active.qualification,15320000-7,416500.0,UAH,ВІДДІЛ ОСВІТИ ВИКОНКОМУ ПОКРОВСЬКОЇ РАЙОННОЇ В МІСТІ РАДИ,02142282,Дніпропетровська область
1b5efcef2ce14f3f97fd9361fe3fffd3,UA-2026-08-19-013844-a,2026-08-19T22:10:57.943733+03:00,unsuccessful,15610000-7,49005.0,UAH,КРЕМЕНЧУЦЬКИЙ ЛЬОТНИЙ КОЛЕДЖ ХАРКІВСЬКОГО НАЦІОНАЛЬНОГО УНІВЕРСИТЕТУ ВНУТРІШНІХ СПРАВ,43041752,Полтавська область
9d437858def94200805ec3624df60466,UA-2026-08-19-012594-a,2026-08-19T17:10:55.135549+03:00,active.qualification,15220000-6,129167.25,UAH,"КРЕМЕНЧУЦЬКИЙ ЛІЦЕЙ №17 ""ВИБІР"" ІМЕНІ М.Г.НЕЛЕНЯ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ",22538987,Полтавська область
25cd6510616f451fa891b07e58ea4f7a,UA-2026-08-19-013882-a,2026-08-19T22:26:09.434918+03:00,active.qualification,15510000-6,60449.17,UAH,КРЕМЕНЧУЦЬКА ГІМНАЗІЯ №12 КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ,24827843,Полтавська область
1d8be6b64c734bfda0e6c4c079b211ae,UA-2026-08-19-013375-a,2026-08-19T19:06:38.251462+03:00,active.qualification,15220000-6,143758.33,UAH,"Кременчуцька гімназія №20 Кременчуцької міської ради Кременчуцького району Полтавської області
",24830485,Полтавська область
ff40b6d784834fb3882d2fe776108b9f,UA-2026-08-19-003078-a,2026-08-19T10:57:47.529832+03:00,active.qualification,15550000-8,100943.75,UAH,БІЛОЦЕРКІВСЬКИЙ ЛІЦЕЙ-ГІМНАЗІЯ №12 БІЛОЦЕРКІВСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ,20602327,Київська область
