cc,exchangedate,rate,txt
BDT,15.06.2023,3.3704,Така
BDT,16.06.2023,3.3704,Така
BDT,17.06.2023,3.3704,Така
BDT,18.06.2023,3.3704,Така
BDT,19.06.2023,3.3704,Така
BDT,20.06.2023,3.3704,Така
BDT,21.06.2023,3.3704,Така
BDT,22.06.2023,3.3704,Така
BDT,23.06.2023,3.3704,Така
BDT,24.06.2023,3.3704,Така
BDT,25.06.2023,3.3704,Така
BDT,26.06.2023,3.3704,Така
BDT,27.06.2023,3.3704,Така
BDT,28.06.2023,3.3704,Така
BDT,29.06.2023,3.3704,Така
BDT,30.06.2023,3.3704,Така
BDT,01.07.2023,3.3719,Така
BDT,02.07.2023,3.3719,Така
BDT,03.07.2023,3.3719,Така
BDT,04.07.2023,3.3719,Така
BDT,05.07.2023,3.3719,Така
BDT,06.07.2023,3.3719,Така
BDT,07.07.2023,3.3719,Така
BDT,08.07.2023,3.3719,Така
BDT,09.07.2023,3.3719,Така
BDT,10.07.2023,3.3719,Така
BDT,11.07.2023,3.3719,Така
BDT,12.07.2023,3.3719,Така
BDT,13.07.2023,3.3719,Така
BDT,14.07.2023,3.3719,Така
BDT,15.07.2023,3.3719,Така
BDT,16.07.2023,3.3719,Така
BDT,17.07.2023,3.3719,Така
BDT,18.07.2023,3.3719,Така
BDT,19.07.2023,3.3719,Така
BDT,20.07.2023,3.3719,Така
BDT,21.07.2023,3.3719,Така
BDT,22.07.2023,3.3719,Така
BDT,23.07.2023,3.3719,Така
BDT,24.07.2023,3.3719,Така
BDT,25.07.2023,3.3719,Така
BDT,26.07.2023,3.3719,Така
BDT,27.07.2023,3.3719,Така
BDT,28.07.2023,3.3719,Така
BDT,29.07.2023,3.3719,Така
BDT,30.07.2023,3.3719,Така
BDT,31.07.2023,3.3719,Така
BDT,01.08.2023,3.3549,Така
BDT,02.08.2023,3.3549,Така
BDT,03.08.2023,3.3549,Така
BDT,04.08.2023,3.3549,Така
BDT,05.08.2023,3.3549,Така
BDT,06.08.2023,3.3549,Така
BDT,07.08.2023,3.3549,Така
BDT,08.08.2023,3.3549,Така
BDT,09.08.2023,3.3549,Така
BDT,10.08.2023,3.3549,Така
BDT,11.08.2023,3.3549,Така
BDT,12.08.2023,3.3549,Така
BDT,13.08.2023,3.3549,Така
BDT,14.08.2023,3.3549,Така
BDT,15.08.2023,3.3549,Така
BDT,16.08.2023,3.3549,Така
BDT,17.08.2023,3.3549,Така
BDT,18.08.2023,3.3549,Така
BDT,19.08.2023,3.3549,Така
BDT,20.08.2023,3.3549,Така
BDT,21.08.2023,3.3549,Така
BDT,22.08.2023,3.3549,Така
BDT,23.08.2023,3.3549,Така
BDT,24.08.2023,3.3549,Така
BDT,25.08.2023,3.3549,Така
BDT,26.08.2023,3.3549,Така
BDT,27.08.2023,3.3549,Така
BDT,28.08.2023,3.3549,Така
BDT,29.08.2023,3.3549,Така
BDT,30.08.2023,3.3549,Така
BDT,31.08.2023,3.3549,Така
BDT,01.09.2023,3.3396,Така
BDT,02.09.2023,3.3396,Така
BDT,03.09.2023,3.3396,Така
BDT,04.09.2023,3.3396,Така
BDT,05.09.2023,3.3396,Така
BDT,06.09.2023,3.3396,Така
BDT,07.09.2023,3.3396,Така
BDT,08.09.2023,3.3396,Така
BDT,09.09.2023,3.3396,Така
BDT,10.09.2023,3.3396,Така
BDT,11.09.2023,3.3396,Така
BDT,12.09.2023,3.3396,Така
BDT,13.09.2023,3.3396,Така
BDT,14.09.2023,3.3396,Така
BDT,15.09.2023,3.3396,Така
BDT,16.09.2023,3.3396,Така
BDT,17.09.2023,3.3396,Така
BDT,18.09.2023,3.3396,Така
BDT,19.09.2023,3.3396,Така
BDT,20.09.2023,3.3396,Така
BDT,21.09.2023,3.3396,Така
BDT,22.09.2023,3.3396,Така
BDT,23.09.2023,3.3396,Така
BDT,24.09.2023,3.3396,Така
BDT,25.09.2023,3.3396,Така
BDT,26.09.2023,3.3396,Така
BDT,27.09.2023,3.3396,Така
BDT,28.09.2023,3.3396,Така
BDT,29.09.2023,3.3396,Така
BDT,30.09.2023,3.3396,Така
BDT,01.10.2023,3.3244,Така
BDT,02.10.2023,3.3244,Така
BDT,03.10.2023,3.3244,Така
BDT,04.10.2023,3.3244,Така
BDT,05.10.2023,3.3244,Така
BDT,06.10.2023,3.3244,Така
BDT,07.10.2023,3.3244,Така
BDT,08.10.2023,3.3244,Така
BDT,09.10.2023,3.3244,Така
BDT,10.10.2023,3.3244,Така
BDT,11.10.2023,3.3244,Така
BDT,12.10.2023,3.3244,Така
BDT,13.10.2023,3.3244,Така
BDT,14.10.2023,3.3244,Така
BDT,15.10.2023,3.3244,Така
BDT,16.10.2023,3.3244,Така
BDT,17.10.2023,3.3244,Така
BDT,18.10.2023,3.3244,Така
BDT,19.10.2023,3.3244,Така
BDT,20.10.2023,3.3244,Така
BDT,21.10.2023,3.3244,Така
BDT,22.10.2023,3.3244,Така
BDT,23.10.2023,3.3244,Така
BDT,24.10.2023,3.3244,Така
BDT,25.10.2023,3.3244,Така
BDT,26.10.2023,3.3244,Така
BDT,27.10.2023,3.3244,Така
BDT,28.10.2023,3.3244,Така
BDT,29.10.2023,3.3244,Така
BDT,30.10.2023,3.3244,Така
BDT,31.10.2023,3.3244,Така
BDT,01.11.2023,3.2834,Така
BDT,02.11.2023,3.2834,Така
BDT,03.11.2023,3.2834,Така
BDT,04.11.2023,3.2834,Така
BDT,05.11.2023,3.2834,Така
BDT,06.11.2023,3.2834,Така
BDT,07.11.2023,3.2834,Така
BDT,08.11.2023,3.2834,Така
BDT,09.11.2023,3.2834,Така
BDT,10.11.2023,3.2834,Така
BDT,11.11.2023,3.2834,Така
BDT,12.11.2023,3.2834,Така
BDT,13.11.2023,3.2834,Така
BDT,14.11.2023,3.2834,Така
BDT,15.11.2023,3.2834,Така
BDT,16.11.2023,3.2834,Така
BDT,17.11.2023,3.2834,Така
BDT,18.11.2023,3.2834,Така
BDT,19.11.2023,3.2834,Така
BDT,20.11.2023,3.2834,Така
BDT,21.11.2023,3.2834,Така
BDT,22.11.2023,3.2834,Така
BDT,23.11.2023,3.2834,Така
BDT,24.11.2023,3.2834,Така
BDT,25.11.2023,3.2834,Така
BDT,26.11.2023,3.2834,Така
BDT,27.11.2023,3.2834,Така
BDT,28.11.2023,3.2834,Така
BDT,29.11.2023,3.2834,Така
BDT,30.11.2023,3.2834,Така
BDT,01.12.2023,3.2899,Така
BDT,02.12.2023,3.2899,Така
BDT,03.12.2023,3.2899,Така
BDT,04.12.2023,3.2899,Така
BDT,05.12.2023,3.2899,Така
BDT,06.12.2023,3.2899,Така
BDT,07.12.2023,3.2899,Така
BDT,08.12.2023,3.2899,Така
BDT,09.12.2023,3.2899,Така
BDT,10.12.2023,3.2899,Така
BDT,11.12.2023,3.2899,Така
BDT,12.12.2023,3.2899,Така
BDT,13.12.2023,3.2899,Така
BDT,14.12.2023,3.2899,Така
BDT,15.12.2023,3.2899,Така
BDT,16.12.2023,3.2899,Така
BDT,17.12.2023,3.2899,Така
BDT,18.12.2023,3.2899,Така
BDT,19.12.2023,3.2899,Така
BDT,20.12.2023,3.2899,Така
BDT,21.12.2023,3.2899,Така
BDT,22.12.2023,3.2899,Така
BDT,23.12.2023,3.2899,Така
BDT,24.12.2023,3.2899,Така
BDT,25.12.2023,3.2899,Така
BDT,26.12.2023,3.2899,Така
BDT,27.12.2023,3.2899,Така
BDT,28.12.2023,3.2899,Така
BDT,29.12.2023,3.2899,Така
BDT,30.12.2023,3.2899,Така
BDT,31.12.2023,3.2899,Така
BDT,01.01.2024,3.4547,Така
BDT,02.01.2024,3.4547,Така
BDT,03.01.2024,3.4547,Така
BDT,04.01.2024,3.4547,Така
BDT,05.01.2024,3.4547,Така
BDT,06.01.2024,3.4547,Така
BDT,07.01.2024,3.4547,Така
BDT,08.01.2024,3.4547,Така
BDT,09.01.2024,3.4547,Така
BDT,10.01.2024,3.4547,Така
BDT,11.01.2024,3.4547,Така
BDT,12.01.2024,3.4547,Така
BDT,13.01.2024,3.4547,Така
BDT,14.01.2024,3.4547,Така
BDT,15.01.2024,3.4547,Така
BDT,16.01.2024,3.4547,Така
BDT,17.01.2024,3.4547,Така
BDT,18.01.2024,3.4547,Така
BDT,19.01.2024,3.4547,Така
BDT,20.01.2024,3.4547,Така
BDT,21.01.2024,3.4547,Така
BDT,22.01.2024,3.4547,Така
BDT,23.01.2024,3.4547,Така
BDT,24.01.2024,3.4547,Така
BDT,25.01.2024,3.4547,Така
BDT,26.01.2024,3.4547,Така
BDT,27.01.2024,3.4547,Така
BDT,28.01.2024,3.4547,Така
BDT,29.01.2024,3.4547,Така
BDT,30.01.2024,3.4547,Така
BDT,31.01.2024,3.4547,Така
BDT,01.02.2024,3.4148,Така
BDT,02.02.2024,3.4148,Така
BDT,03.02.2024,3.4148,Така
BDT,04.02.2024,3.4148,Така
BDT,05.02.2024,3.4148,Така
BDT,06.02.2024,3.4148,Така
BDT,07.02.2024,3.4148,Така
BDT,08.02.2024,3.4148,Така
BDT,09.02.2024,3.4148,Така
BDT,10.02.2024,3.4148,Така
BDT,11.02.2024,3.4148,Така
BDT,12.02.2024,3.4148,Така
BDT,13.02.2024,3.4148,Така
BDT,14.02.2024,3.4148,Така
BDT,15.02.2024,3.4148,Така
BDT,16.02.2024,3.4148,Така
BDT,17.02.2024,3.4148,Така
BDT,18.02.2024,3.4148,Така
BDT,19.02.2024,3.4148,Така
BDT,20.02.2024,3.4148,Така
BDT,21.02.2024,3.4148,Така
BDT,22.02.2024,3.4148,Така
BDT,23.02.2024,3.4148,Така
BDT,24.02.2024,3.4148,Така
BDT,25.02.2024,3.4148,Така
BDT,26.02.2024,3.4148,Така
BDT,27.02.2024,3.4148,Така
BDT,28.02.2024,3.4148,Така
BDT,29.02.2024,3.4148,Така
BDT,01.03.2024,3.459,Така
BDT,02.03.2024,3.459,Така
BDT,03.03.2024,3.459,Така
BDT,04.03.2024,3.459,Така
BDT,05.03.2024,3.459,Така
BDT,06.03.2024,3.459,Така
BDT,07.03.2024,3.459,Така
BDT,08.03.2024,3.459,Така
BDT,09.03.2024,3.459,Така
BDT,10.03.2024,3.459,Така
BDT,11.03.2024,3.459,Така
BDT,12.03.2024,3.459,Така
BDT,13.03.2024,3.459,Така
BDT,14.03.2024,3.459,Така
BDT,15.03.2024,3.459,Така
BDT,16.03.2024,3.459,Така
BDT,17.03.2024,3.459,Така
BDT,18.03.2024,3.459,Така
BDT,19.03.2024,3.459,Така
BDT,20.03.2024,3.459,Така
BDT,21.03.2024,3.459,Така
BDT,22.03.2024,3.459,Така
BDT,23.03.2024,3.459,Така
BDT,24.03.2024,3.459,Така
BDT,25.03.2024,3.459,Така
BDT,26.03.2024,3.459,Така
BDT,27.03.2024,3.459,Така
BDT,28.03.2024,3.459,Така
BDT,29.03.2024,3.459,Така
BDT,30.03.2024,3.459,Така
BDT,31.03.2024,3.459,Така
BDT,01.04.2024,3.5452,Така
BDT,02.04.2024,3.5452,Така
BDT,03.04.2024,3.5452,Така
BDT,04.04.2024,3.5452,Така
BDT,05.04.2024,3.5452,Така
BDT,06.04.2024,3.5452,Така
BDT,07.04.2024,3.5452,Така
BDT,08.04.2024,3.5452,Така
BDT,09.04.2024,3.5452,Така
BDT,10.04.2024,3.5452,Така
BDT,11.04.2024,3.5452,Така
BDT,12.04.2024,3.5452,Така
BDT,13.04.2024,3.5452,Така
BDT,14.04.2024,3.5452,Така
BDT,15.04.2024,3.5452,Така
BDT,16.04.2024,3.5452,Така
BDT,17.04.2024,3.5452,Така
BDT,18.04.2024,3.5452,Така
BDT,19.04.2024,3.5452,Така
BDT,20.04.2024,3.5452,Така
BDT,21.04.2024,3.5452,Така
BDT,22.04.2024,3.5452,Така
BDT,23.04.2024,3.5452,Така
BDT,24.04.2024,3.5452,Така
BDT,25.04.2024,3.5452,Така
BDT,26.04.2024,3.5452,Така
BDT,27.04.2024,3.5452,Така
BDT,28.04.2024,3.5452,Така
BDT,29.04.2024,3.5452,Така
BDT,30.04.2024,3.5452,Така
BDT,01.05.2024,3.5923,Така
BDT,02.05.2024,3.5923,Така
BDT,03.05.2024,3.5923,Така
BDT,04.05.2024,3.5923,Така
BDT,05.05.2024,3.5923,Така
BDT,06.05.2024,3.5923,Така
BDT,07.05.2024,3.5923,Така
BDT,08.05.2024,3.5923,Така
BDT,09.05.2024,3.5923,Така
BDT,10.05.2024,3.5923,Така
BDT,11.05.2024,3.5923,Така
BDT,12.05.2024,3.5923,Така
BDT,13.05.2024,3.5923,Така
BDT,14.05.2024,3.5923,Така
BDT,15.05.2024,3.5923,Така
BDT,16.05.2024,3.5923,Така
BDT,17.05.2024,3.5923,Така
BDT,18.05.2024,3.5923,Така
BDT,19.05.2024,3.5923,Така
BDT,20.05.2024,3.5923,Така
BDT,21.05.2024,3.5923,Така
BDT,22.05.2024,3.5923,Така
BDT,23.05.2024,3.5923,Така
BDT,24.05.2024,3.5923,Така
BDT,25.05.2024,3.5923,Така
BDT,26.05.2024,3.5923,Така
BDT,27.05.2024,3.5923,Така
BDT,28.05.2024,3.5923,Така
BDT,29.05.2024,3.5923,Така
BDT,30.05.2024,3.5923,Така
BDT,31.05.2024,3.5923,Така
BDT,01.06.2024,3.45,Така
BDT,02.06.2024,3.45,Така
BDT,03.06.2024,3.45,Така
BDT,04.06.2024,3.45,Така
BDT,05.06.2024,3.45,Така
BDT,06.06.2024,3.45,Така
BDT,07.06.2024,3.45,Така
BDT,08.06.2024,3.45,Така
BDT,09.06.2024,3.45,Така
BDT,10.06.2024,3.45,Така
BDT,11.06.2024,3.45,Така
BDT,12.06.2024,3.45,Така
BDT,13.06.2024,3.45,Така
BDT,14.06.2024,3.45,Така
BDT,15.06.2024,3.45,Така
BDT,16.06.2024,3.45,Така
BDT,17.06.2024,3.45,Така
BDT,18.06.2024,3.45,Така
BDT,19.06.2024,3.45,Така
BDT,20.06.2024,3.45,Така
BDT,21.06.2024,3.45,Така
BDT,22.06.2024,3.45,Така
BDT,23.06.2024,3.45,Така
BDT,24.06.2024,3.45,Така
BDT,25.06.2024,3.45,Така
BDT,26.06.2024,3.45,Така
BDT,27.06.2024,3.45,Така
BDT,28.06.2024,3.45,Така
BDT,29.06.2024,3.45,Така
BDT,30.06.2024,3.45,Така
BDT,01.07.2024,3.4298,Така
BDT,02.07.2024,3.4298,Така
BDT,03.07.2024,3.4298,Така
BDT,04.07.2024,3.4298,Така
BDT,05.07.2024,3.4298,Така
BDT,06.07.2024,3.4298,Така
BDT,07.07.2024,3.4298,Така
BDT,08.07.2024,3.4298,Така
BDT,09.07.2024,3.4298,Така
BDT,10.07.2024,3.4298,Така
BDT,11.07.2024,3.4298,Така
BDT,12.07.2024,3.4298,Така
BDT,13.07.2024,3.4298,Така
BDT,14.07.2024,3.4298,Така
BDT,15.07.2024,3.4298,Така
BDT,16.07.2024,3.4298,Така
BDT,17.07.2024,3.4298,Така
BDT,18.07.2024,3.4298,Така
BDT,19.07.2024,3.4298,Така
BDT,20.07.2024,3.4298,Така
BDT,21.07.2024,3.4298,Така
BDT,22.07.2024,3.4298,Така
BDT,23.07.2024,3.4298,Така
BDT,24.07.2024,3.4298,Така
BDT,25.07.2024,3.4298,Така
BDT,26.07.2024,3.4298,Така
BDT,27.07.2024,3.4298,Така
BDT,28.07.2024,3.4298,Така
BDT,29.07.2024,3.4298,Така
BDT,30.07.2024,3.4298,Така
BDT,31.07.2024,3.4298,Така
BDT,01.08.2024,3.4751,Така
BDT,02.08.2024,3.4751,Така
BDT,03.08.2024,3.4751,Така
BDT,04.08.2024,3.4751,Така
BDT,05.08.2024,3.4751,Така
BDT,06.08.2024,3.4751,Така
BDT,07.08.2024,3.4751,Така
BDT,08.08.2024,3.4751,Така
BDT,09.08.2024,3.4751,Така
BDT,10.08.2024,3.4751,Така
BDT,11.08.2024,3.4751,Така
BDT,12.08.2024,3.4751,Така
BDT,13.08.2024,3.4751,Така
BDT,14.08.2024,3.4751,Така
BDT,15.08.2024,3.4751,Така
BDT,16.08.2024,3.4751,Така
BDT,17.08.2024,3.4751,Така
BDT,18.08.2024,3.4751,Така
BDT,19.08.2024,3.4751,Така
BDT,20.08.2024,3.4751,Така
BDT,21.08.2024,3.4751,Така
BDT,22.08.2024,3.4751,Така
BDT,23.08.2024,3.4751,Така
BDT,24.08.2024,3.4751,Така
BDT,25.08.2024,3.4751,Така
BDT,26.08.2024,3.4751,Така
BDT,27.08.2024,3.4751,Така
BDT,28.08.2024,3.4751,Така
BDT,29.08.2024,3.4751,Така
BDT,30.08.2024,3.4751,Така
BDT,31.08.2024,3.4751,Така
BDT,01.09.2024,3.4216,Така
BDT,02.09.2024,3.4216,Така
BDT,03.09.2024,3.4216,Така
BDT,04.09.2024,3.4216,Така
BDT,05.09.2024,3.4216,Така
BDT,06.09.2024,3.4216,Така
BDT,07.09.2024,3.4216,Така
BDT,08.09.2024,3.4216,Така
BDT,09.09.2024,3.4216,Така
BDT,10.09.2024,3.4216,Така
BDT,11.09.2024,3.4216,Така
BDT,12.09.2024,3.4216,Така
BDT,13.09.2024,3.4216,Така
BDT,14.09.2024,3.4216,Така
BDT,15.09.2024,3.4216,Така
BDT,16.09.2024,3.4216,Така
BDT,17.09.2024,3.4216,Така
BDT,18.09.2024,3.4216,Така
BDT,19.09.2024,3.4216,Така
BDT,20.09.2024,3.4216,Така
BDT,21.09.2024,3.4216,Така
BDT,22.09.2024,3.4216,Така
BDT,23.09.2024,3.4216,Така
BDT,24.09.2024,3.4216,Така
BDT,25.09.2024,3.4216,Така
BDT,26.09.2024,3.4216,Така
BDT,27.09.2024,3.4216,Така
BDT,28.09.2024,3.4216,Така
BDT,29.09.2024,3.4216,Така
BDT,30.09.2024,3.4216,Така
BDT,01.10.2024,3.435,Така
BDT,02.10.2024,3.435,Така
BDT,03.10.2024,3.435,Така
BDT,04.10.2024,3.435,Така
BDT,05.10.2024,3.435,Така
BDT,06.10.2024,3.435,Така
BDT,07.10.2024,3.435,Така
BDT,08.10.2024,3.435,Така
BDT,09.10.2024,3.435,Така
BDT,10.10.2024,3.435,Така
BDT,11.10.2024,3.435,Така
BDT,12.10.2024,3.435,Така
BDT,13.10.2024,3.435,Така
BDT,14.10.2024,3.435,Така
BDT,15.10.2024,3.435,Така
BDT,16.10.2024,3.435,Така
BDT,17.10.2024,3.435,Така
BDT,18.10.2024,3.435,Така
BDT,19.10.2024,3.435,Така
BDT,20.10.2024,3.435,Така
BDT,21.10.2024,3.435,Така
BDT,22.10.2024,3.435,Така
BDT,23.10.2024,3.435,Така
BDT,24.10.2024,3.435,Така
BDT,25.10.2024,3.435,Така
BDT,26.10.2024,3.435,Така
BDT,27.10.2024,3.435,Така
BDT,28.10.2024,3.435,Така
BDT,29.10.2024,3.435,Така
BDT,30.10.2024,3.435,Така
BDT,31.10.2024,3.435,Така
BDT,01.11.2024,3.435,Така
BDT,02.11.2024,3.435,Така
BDT,03.11.2024,3.435,Така
BDT,04.11.2024,3.435,Така
BDT,05.11.2024,3.435,Така
BDT,06.11.2024,3.435,Така
BDT,07.11.2024,3.435,Така
BDT,08.11.2024,3.435,Така
BDT,09.11.2024,3.435,Така
BDT,10.11.2024,3.435,Така
BDT,11.11.2024,3.435,Така
BDT,12.11.2024,3.435,Така
BDT,13.11.2024,3.435,Така
BDT,14.11.2024,3.435,Така
BDT,15.11.2024,3.435,Така
BDT,16.11.2024,3.435,Така
BDT,17.11.2024,3.435,Така
BDT,18.11.2024,3.435,Така
BDT,19.11.2024,3.435,Така
BDT,20.11.2024,3.435,Така
BDT,21.11.2024,3.435,Така
BDT,22.11.2024,3.435,Така
BDT,23.11.2024,3.435,Така
BDT,24.11.2024,3.435,Така
BDT,25.11.2024,3.435,Така
BDT,26.11.2024,3.435,Така
BDT,27.11.2024,3.435,Така
BDT,28.11.2024,3.435,Така
BDT,29.11.2024,3.435,Така
BDT,30.11.2024,3.435,Така
BDT,01.12.2024,3.4654,Така
BDT,02.12.2024,3.4654,Така
BDT,03.12.2024,3.4654,Така
BDT,04.12.2024,3.4654,Така
BDT,05.12.2024,3.4654,Така
BDT,06.12.2024,3.4654,Така
BDT,07.12.2024,3.4654,Така
BDT,08.12.2024,3.4654,Така
BDT,09.12.2024,3.4654,Така
BDT,10.12.2024,3.4654,Така
BDT,11.12.2024,3.4654,Така
BDT,12.12.2024,3.4654,Така
BDT,13.12.2024,3.4654,Така
BDT,14.12.2024,3.4654,Така
BDT,15.12.2024,3.4654,Така
BDT,16.12.2024,3.4654,Така
BDT,17.12.2024,3.4654,Така
BDT,18.12.2024,3.4654,Така
BDT,19.12.2024,3.4654,Така
BDT,20.12.2024,3.4654,Така
BDT,21.12.2024,3.4654,Така
BDT,22.12.2024,3.4654,Така
BDT,23.12.2024,3.4654,Така
BDT,24.12.2024,3.4654,Така
BDT,25.12.2024,3.4654,Така
BDT,26.12.2024,3.4654,Така
BDT,27.12.2024,3.4654,Така
BDT,28.12.2024,3.4654,Така
BDT,29.12.2024,3.4654,Така
BDT,30.12.2024,3.4654,Така
BDT,31.12.2024,3.4654,Така
BDT,01.01.2025,3.5025,Така
BDT,02.01.2025,3.5025,Така
BDT,03.01.2025,3.5025,Така
BDT,04.01.2025,3.5025,Така
BDT,05.01.2025,3.5025,Така
BDT,06.01.2025,3.5025,Така
BDT,07.01.2025,3.5025,Така
BDT,08.01.2025,3.5025,Така
BDT,09.01.2025,3.5025,Така
BDT,10.01.2025,3.5025,Така
BDT,11.01.2025,3.5025,Така
BDT,12.01.2025,3.5025,Така
BDT,13.01.2025,3.5025,Така
BDT,14.01.2025,3.5025,Така
BDT,15.01.2025,3.5025,Така
BDT,16.01.2025,3.5025,Така
BDT,17.01.2025,3.5025,Така
BDT,18.01.2025,3.5025,Така
BDT,19.01.2025,3.5025,Така
BDT,20.01.2025,3.5025,Така
BDT,21.01.2025,3.5025,Така
BDT,22.01.2025,3.5025,Така
BDT,23.01.2025,3.5025,Така
BDT,24.01.2025,3.5025,Така
BDT,25.01.2025,3.5025,Така
BDT,26.01.2025,3.5025,Така
BDT,27.01.2025,3.5025,Така
BDT,28.01.2025,3.5025,Така
BDT,29.01.2025,3.5025,Така
BDT,30.01.2025,3.5025,Така
BDT,31.01.2025,3.5025,Така
BDT,01.02.2025,3.4202,Така
BDT,02.02.2025,3.4202,Така
BDT,03.02.2025,3.4202,Така
BDT,04.02.2025,3.4202,Така
BDT,05.02.2025,3.4202,Така
BDT,06.02.2025,3.4202,Така
BDT,07.02.2025,3.4202,Така
BDT,08.02.2025,3.4202,Така
BDT,09.02.2025,3.4202,Така
BDT,10.02.2025,3.4202,Така
BDT,11.02.2025,3.4202,Така
BDT,12.02.2025,3.4202,Така
BDT,13.02.2025,3.4202,Така
BDT,14.02.2025,3.4202,Така
BDT,15.02.2025,3.4202,Така
BDT,16.02.2025,3.4202,Така
BDT,17.02.2025,3.4202,Така
BDT,18.02.2025,3.4202,Така
BDT,19.02.2025,3.4202,Така
BDT,20.02.2025,3.4202,Така
BDT,21.02.2025,3.4202,Така
BDT,22.02.2025,3.4202,Така
BDT,23.02.2025,3.4202,Така
BDT,24.02.2025,3.4202,Така
BDT,25.02.2025,3.4202,Така
BDT,26.02.2025,3.4202,Така
BDT,27.02.2025,3.4202,Така
BDT,28.02.2025,3.4202,Така
BDT,01.03.2025,3.396,Така
BDT,02.03.2025,3.396,Така
BDT,03.03.2025,3.396,Така
BDT,04.03.2025,3.396,Така
BDT,05.03.2025,3.396,Така
BDT,06.03.2025,3.396,Така
BDT,07.03.2025,3.396,Така
BDT,08.03.2025,3.396,Така
BDT,09.03.2025,3.396,Така
BDT,10.03.2025,3.396,Така
BDT,11.03.2025,3.396,Така
BDT,12.03.2025,3.396,Така
BDT,13.03.2025,3.396,Така
BDT,14.03.2025,3.396,Така
BDT,15.03.2025,3.396,Така
BDT,16.03.2025,3.396,Така
BDT,17.03.2025,3.396,Така
BDT,18.03.2025,3.396,Така
BDT,19.03.2025,3.396,Така
BDT,20.03.2025,3.396,Така
BDT,21.03.2025,3.396,Така
BDT,22.03.2025,3.396,Така
BDT,23.03.2025,3.396,Така
BDT,24.03.2025,3.396,Така
BDT,25.03.2025,3.396,Така
BDT,26.03.2025,3.396,Така
BDT,27.03.2025,3.396,Така
BDT,28.03.2025,3.396,Така
BDT,29.03.2025,3.396,Така
BDT,30.03.2025,3.396,Така
BDT,31.03.2025,3.396,Така
BDT,01.04.2025,3.3953,Така
BDT,02.04.2025,3.3912,Така
BDT,03.04.2025,3.3866,Така
BDT,04.04.2025,3.3887,Така
BDT,05.04.2025,3.3887,Така
BDT,06.04.2025,3.3887,Така
BDT,07.04.2025,3.3766,Така
BDT,08.04.2025,3.3673,Така
BDT,09.04.2025,3.3749,Така
BDT,10.04.2025,3.3832,Така
BDT,11.04.2025,3.3937,Така
BDT,12.04.2025,3.3937,Така
BDT,13.04.2025,3.3937,Така
BDT,14.04.2025,3.3925,Така
BDT,15.04.2025,3.3865,Така
BDT,16.04.2025,3.375,Така
BDT,17.04.2025,3.3783,Така
BDT,18.04.2025,3.392,Така
BDT,19.04.2025,3.392,Така
BDT,20.04.2025,3.392,Така
BDT,21.04.2025,3.3931,Така
BDT,22.04.2025,3.3917,Така
BDT,23.04.2025,3.4032,Така
BDT,24.04.2025,3.4156,Така
BDT,25.04.2025,3.4171,Така
BDT,26.04.2025,3.4171,Така
BDT,27.04.2025,3.4171,Така
BDT,28.04.2025,3.4222,Така
BDT,29.04.2025,3.4216,Така
BDT,30.04.2025,3.4069,Така
BDT,01.05.2025,3.3992,Така
BDT,02.05.2025,3.4094,Така
BDT,03.05.2025,3.4094,Така
BDT,04.05.2025,3.4094,Така
BDT,05.05.2025,3.4188,Така
BDT,06.05.2025,3.4101,Така
BDT,07.05.2025,3.3979,Така
BDT,08.05.2025,3.3966,Така
BDT,09.05.2025,3.4026,Така
BDT,10.05.2025,3.4026,Така
BDT,11.05.2025,3.4026,Така
BDT,12.05.2025,3.4055,Така
BDT,13.05.2025,3.4048,Така
BDT,14.05.2025,3.4017,Така
BDT,15.05.2025,3.4047,Така
BDT,16.05.2025,3.3993,Така
BDT,17.05.2025,3.3993,Така
BDT,18.05.2025,3.3993,Така
BDT,19.05.2025,3.4015,Така
BDT,20.05.2025,3.3912,Така
BDT,21.05.2025,3.4004,Така
BDT,22.05.2025,3.3964,Така
BDT,23.05.2025,3.4016,Така
BDT,24.05.2025,3.4016,Така
BDT,25.05.2025,3.4016,Така
BDT,26.05.2025,3.4024,Така
BDT,27.05.2025,3.4005,Така
BDT,28.05.2025,3.3938,Така
BDT,29.05.2025,3.3841,Така
BDT,30.05.2025,3.3818,Така
BDT,31.05.2025,3.3818,Така
BDT,01.06.2025,3.3818,Така
BDT,02.06.2025,3.3816,Така
BDT,03.06.2025,3.385,Така
BDT,04.06.2025,3.3908,Така
BDT,05.06.2025,3.374,Така
BDT,06.06.2025,3.3731,Така
BDT,07.06.2025,3.3731,Така
BDT,08.06.2025,3.3731,Така
BDT,09.06.2025,3.3674,Така
BDT,10.06.2025,3.3747,Така
BDT,11.06.2025,3.38,Така
BDT,12.06.2025,3.3763,Така
BDT,13.06.2025,3.3744,Така
BDT,14.06.2025,3.3744,Така
BDT,15.06.2025,3.3744,Така
BDT,16.06.2025,3.371,Така
BDT,17.06.2025,3.3792,Така
BDT,18.06.2025,3.3788,Така
BDT,19.06.2025,3.3914,Така
BDT,20.06.2025,3.4029,Така
BDT,21.06.2025,3.4029,Така
BDT,22.06.2025,3.4029,Така
BDT,23.06.2025,3.415,Така
BDT,24.06.2025,3.4124,Така
BDT,25.06.2025,3.4069,Така
BDT,26.06.2025,3.3954,Така
BDT,27.06.2025,3.3892,Така
